composition,income,cum_sum,perc_sum
1 adult,22572,17547,0.35
1 adult,22572,17555,0.35
1 adult,22620,17568,0.35
1 adult,22623,17582,0.35
1 adult,22700,17592,0.35
1 adult,22700,17605,0.35
1 adult,22710,17610,0.35
1 adult,22752,17622,0.35
1 adult,22752,17643,0.35
1 adult,22752,17651,0.35
1 adult,22752,17661,0.35
1 adult,22779,17679,0.35
1 adult,22779,17723,0.35
1 adult,22779,17738,0.35
1 adult,22779,17751,0.35
1 adult,22779,17768,0.35
1 adult,22800,17778,0.35
1 adult,22959,17784,0.36
1 adult,22959,17804,0.36
1 adult,23000,17811,0.36
1 adult,23000,17858,0.36
1 adult,23000,17868,0.36
1 adult,23081,17894,0.36
1 adult,23081,17912,0.36
1 adult,23090,17926,0.36
1 adult,23149,17935,0.36
1 adult,23149,17949,0.36
1 adult,23149,17980,0.36
1 adult,23149,18001,0.36
1 adult,23254,18024,0.36
1 adult,23359,18033,0.36
1 adult,23388,18043,0.36
1 adult,23388,18054,0.36
1 adult,23400,18065,0.36
1 adult,23500,18079,0.36
1 adult,23500,18102,0.36
1 adult,23500,18123,0.36
1 adult,23579,18157,0.36
1 adult,23579,18190,0.36
1 adult,23600,18204,0.36
1 adult,23607,18231,0.36
1 adult,23786,18247,0.36
1 adult,23786,18266,0.36
1 adult,23786,18374,0.36
1 adult,23786,18385,0.37
1 adult,23800,18413,0.37
1 adult,23815,18420,0.37
1 adult,23900,18436,0.37
1 adult,23941,18453,0.37
1 adult,23990,18466,0.37
1 adult,24000,18484,0.37
1 adult,24000,18502,0.37
1 adult,24000,18525,0.37
1 adult,24000,18566,0.37
1 adult,24000,18588,0.37
1 adult,24097,18601,0.37
1 adult,24120,18621,0.37
1 adult,24201,18627,0.37
1 adult,24201,18649,0.37
1 adult,24201,18674,0.37
1 adult,24201,18686,0.37
1 adult,24211,18705,0.37
1 adult,24229,18726,0.37
1 adult,24306,18734,0.37
1 adult,24400,18740,0.37
1 adult,24400,18747,0.37
1 adult,24436,18782,0.37
1 adult,24436,18807,0.37
1 adult,24436,18831,0.37
1 adult,24500,18841,0.37
1 adult,24500,18854,0.37
1 adult,24511,18868,0.38
1 adult,24511,18923,0.38
1 adult,24600,18937,0.38
1 adult,24700,18949,0.38
1 adult,24716,18968,0.38
1 adult,24716,18981,0.38
1 adult,24746,18996,0.38
1 adult,24777,19010,0.38
1 adult,24800,19046,0.38
1 adult,24800,19063,0.38
1 adult,24800,19073,0.38
1 adult,24820,19087,0.38
1 adult,24820,19100,0.38
1 adult,24820,19112,0.38
1 adult,24820,19119,0.38
1 adult,24832,19134,0.38
1 adult,24850,19150,0.38
1 adult,24850,19181,0.38
1 adult,24850,19192,0.38
1 adult,24850,19205,0.38
1 adult,24850,19229,0.38
1 adult,24850,19240,0.38
1 adult,25000,19281,0.38
1 adult,25000,19304,0.38
1 adult,25000,19339,0.38
1 adult,25000,19357,0.38
1 adult,25000,19381,0.38
1 adult,25000,19391,0.39
1 adult,25000,19437,0.39
1 adult,25000,19451,0.39
1 adult,25057,19476,0.39
1 adult,25124,19488,0.39
1 adult,25124,19498,0.39
1 adult,25234,19505,0.39
1 adult,25253,19531,0.39
1 adult,25253,19540,0.39
1 adult,25253,19559,0.39
1 adult,25253,19572,0.39
1 adult,25253,19595,0.39
1 adult,25253,19614,0.39
1 adult,25300,19647,0.39
1 adult,25300,19653,0.39
1 adult,25338,19663,0.39
1 adult,25400,19689,0.39
1 adult,25430,19709,0.39
1 adult,25500,19720,0.39
1 adult,25533,19732,0.39
1 adult,25533,19740,0.39
1 adult,25533,19747,0.39
1 adult,25533,19759,0.39
1 adult,25544,19784,0.39
1 adult,25674,19806,0.39
1 adult,25674,19823,0.39
1 adult,25855,19845,0.39
1 adult,25855,19925,0.4
1 adult,25855,19936,0.4
1 adult,25855,19944,0.4
1 adult,25884,19956,0.4
1 adult,25884,19963,0.4
1 adult,25885,19975,0.4
1 adult,25885,19996,0.4
1 adult,25885,20002,0.4
1 adult,25885,20014,0.4
1 adult,25886,20038,0.4
1 adult,25958,20045,0.4
1 adult,25973,20059,0.4
1 adult,25989,20087,0.4
1 adult,26000,20123,0.4
1 adult,26000,20162,0.4
1 adult,26000,20178,0.4
1 adult,26095,20192,0.4
1 adult,26145,20224,0.4
1 adult,26200,20231,0.4
1 adult,26200,20246,0.4
1 adult,26268,20253,0.4
1 adult,26300,20267,0.4
1 adult,26305,20280,0.4
1 adult,26305,20294,0.4
1 adult,26305,20316,0.4
1 adult,26305,20339,0.4
1 adult,26400,20385,0.4
1 adult,26452,20402,0.41
1 adult,26516,20415,0.41
1 adult,26516,20428,0.41
1 adult,26516,20441,0.41
1 adult,26554,20466,0.41
1 adult,26621,20479,0.41
1 adult,26726,20492,0.41
1 adult,26800,20502,0.41
1 adult,26817,20518,0.41
1 adult,26889,20617,0.41
1 adult,26889,20646,0.41
1 adult,26889,20718,0.41
1 adult,26889,20741,0.41
1 adult,26889,20762,0.41
1 adult,26889,20812,0.41
1 adult,26921,20823,0.41
1 adult,26962,20854,0.41
1 adult,26992,20872,0.41
1 adult,27000,20893,0.41
1 adult,27000,20966,0.41
1 adult,27000,20979,0.41
1 adult,27024,20987,0.41
1 adult,27128,21000,0.41
1 adult,27167,21015,0.41
1 adult,27252,21028,0.41
1 adult,27300,21047,0.41
1 adult,27335,21064,0.42
1 adult,27357,21086,0.42
1 adult,27357,21121,0.42
1 adult,27357,21152,0.42
1 adult,27438,21165,0.42
1 adult,27463,21189,0.42
1 adult,27542,21201,0.42
1 adult,27568,21209,0.42
1 adult,27568,21220,0.42
1 adult,27575,21240,0.42
1 adult,27575,21262,0.42
1 adult,27606,21304,0.42
1 adult,27673,21311,0.42
1 adult,27716,21324,0.42
1 adult,27800,21344,0.42
1 adult,27923,21365,0.42
1 adult,27956,21378,0.42
1 adult,27956,21401,0.42
1 adult,27989,21413,0.42
1 adult,27989,21441,0.42
1 adult,28000,21443,0.42
1 adult,28086,21449,0.42
1 adult,28100,21472,0.42
1 adult,28130,21484,0.42
1 adult,28180,21496,0.42
1 adult,28199,21521,0.42
1 adult,28199,21544,0.42
1 adult,28233,21562,0.43
1 adult,28233,21582,0.43
1 adult,28400,21618,0.43
1 adult,28410,21631,0.43
1 adult,28410,21644,0.43
1 adult,28544,21655,0.43
1 adult,28577,21666,0.43
1 adult,28595,21675,0.43
1 adult,28596,21685,0.43
1 adult,28596,21694,0.43
1 adult,28596,21706,0.43
1 adult,28596,21715,0.43
1 adult,28596,21729,0.43
1 adult,28596,21749,0.43
1 adult,28596,21761,0.43
1 adult,28650,21773,0.43
1 adult,28725,21803,0.43
1 adult,28750,21816,0.43
1 adult,28760,21834,0.43
1 adult,28801,21843,0.43
1 adult,28898,21855,0.43
1 adult,28957,21868,0.43
1 adult,28957,21885,0.43
1 adult,28992,21919,0.43
1 adult,28992,21968,0.43
1 adult,28992,21978,0.43
1 adult,29000,21986,0.43
1 adult,29000,22003,0.44
1 adult,29000,22013,0.44
1 adult,29000,22032,0.44
1 adult,29106,22040,0.44
1 adult,29107,22055,0.44
1 adult,29164,22071,0.44
1 adult,29205,22077,0.44
1 adult,29311,22091,0.44
1 adult,29371,22098,0.44
1 adult,29406,22120,0.44
1 adult,29462,22132,0.44
1 adult,29474,22145,0.44
1 adult,29567,22158,0.44
1 adult,29618,22184,0.44
1 adult,29681,22210,0.44
1 adult,29700,22222,0.44
1 adult,29720,22234,0.44
1 adult,29785,22245,0.44
1 adult,29800,22277,0.44
1 adult,29820,22283,0.44
1 adult,29822,22298,0.44
1 adult,29841,22313,0.44
1 adult,29988,22335,0.44
1 adult,29991,22347,0.44
1 adult,30000,22367,0.44
1 adult,30000,22380,0.44
1 adult,30000,22392,0.44
1 adult,30000,22399,0.45
1 adult,30000,22424,0.45
1 adult,30000,22439,0.45
1 adult,30000,22446,0.45
1 adult,30000,22459,0.45
1 adult,30000,22468,0.45
1 adult,30000,22523,0.45
1 adult,30000,22569,0.45
1 adult,30027,22582,0.45
1 adult,30027,22595,0.45
1 adult,30027,22615,0.45
1 adult,30027,22643,0.45
1 adult,30027,22655,0.45
1 adult,30027,22670,0.45
1 adult,30100,22682,0.45
1 adult,30198,22696,0.45
1 adult,30198,22708,0.45
1 adult,30198,22720,0.45
1 adult,30198,22733,0.45
1 adult,30230,22745,0.45
1 adult,30231,22756,0.45
1 adult,30300,22773,0.45
1 adult,30304,22795,0.45
1 adult,30338,22809,0.45
1 adult,30338,22824,0.45
1 adult,30338,22835,0.45
1 adult,30430,22849,0.45
1 adult,30500,22876,0.46
1 adult,30514,22900,0.46
1 adult,30514,22908,0.46
1 adult,30514,22916,0.46
1 adult,30514,22922,0.46
1 adult,30545,22935,0.46
1 adult,30545,22949,0.46
1 adult,30545,22957,0.46
1 adult,30619,22965,0.46
1 adult,30639,22973,0.46
1 adult,30639,22995,0.46
1 adult,30639,23021,0.46
1 adult,30639,23034,0.46
1 adult,30639,23048,0.46
1 adult,30648,23067,0.46
1 adult,30752,23082,0.46
1 adult,30855,23093,0.46
1 adult,30902,23108,0.46
1 adult,30959,23126,0.46
1 adult,31000,23135,0.46
1 adult,31026,23205,0.46
1 adult,31026,23218,0.46
1 adult,31026,23228,0.46
1 adult,31026,23242,0.46
1 adult,31026,23259,0.46
1 adult,31026,23272,0.46
1 adult,31026,23295,0.46
1 adult,31026,23302,0.47
1 adult,31026,23314,0.47
1 adult,31026,23328,0.47
1 adult,31026,23344,0.47
1 adult,31026,23357,0.47
1 adult,31026,23379,0.47
1 adult,31062,23429,0.47
1 adult,31062,23447,0.47
1 adult,31062,23467,0.47
1 adult,31062,23492,0.47
1 adult,31062,23535,0.47
1 adult,31062,23550,0.47
1 adult,31062,23570,0.47
1 adult,31062,23583,0.47
1 adult,31062,23607,0.47
1 adult,31062,23614,0.47
1 adult,31062,23628,0.47
1 adult,31062,23640,0.47
1 adult,31062,23665,0.47
1 adult,31100,23680,0.47
1 adult,31166,23687,0.47
1 adult,31200,23699,0.47
1 adult,31356,23731,0.47
1 adult,31456,23754,0.47
1 adult,31543,23768,0.47
1 adult,31566,23814,0.47
1 adult,31566,23869,0.47
1 adult,31566,23876,0.48
1 adult,31566,23902,0.48
1 adult,31566,23950,0.48
1 adult,31566,23972,0.48
1 adult,31566,23996,0.48
1 adult,31566,24004,0.48
1 adult,31566,24059,0.48
1 adult,31646,24077,0.48
1 adult,31646,24089,0.48
1 adult,31660,24108,0.48
1 adult,31660,24117,0.48
1 adult,31660,24135,0.48
1 adult,31700,24153,0.48
1 adult,31853,24161,0.48
1 adult,31865,24176,0.48
1 adult,31865,24194,0.48
1 adult,31865,24204,0.48
1 adult,31865,24211,0.48
1 adult,31865,24224,0.48
1 adult,31987,24245,0.48
1 adult,32000,24251,0.48
1 adult,32000,24263,0.48
1 adult,32000,24276,0.48
1 adult,32060,24291,0.48
1 adult,32060,24311,0.48
1 adult,32060,24362,0.48
1 adult,32060,24377,0.48
1 adult,32060,24407,0.49
1 adult,32060,24435,0.49
1 adult,32060,24461,0.49
1 adult,32069,24498,0.49
1 adult,32098,24513,0.49
1 adult,32163,24522,0.49
1 adult,32163,24531,0.49
1 adult,32267,24541,0.49
1 adult,32473,24554,0.49
1 adult,32512,24568,0.49
1 adult,32515,24581,0.49
1 adult,32536,24593,0.49
1 adult,32577,24607,0.49
1 adult,32619,24618,0.49
1 adult,32682,24641,0.49
1 adult,32682,24670,0.49
1 adult,32682,24685,0.49
1 adult,32682,24692,0.49
1 adult,32719,24727,0.49
1 adult,32784,24736,0.49
1 adult,32784,24749,0.49
1 adult,32800,24759,0.49
1 adult,32823,24768,0.49
1 adult,32825,24775,0.49
1 adult,32829,24807,0.49
1 adult,32840,24827,0.49
1 adult,32900,24834,0.49
1 adult,33000,24855,0.5
1 adult,33090,24879,0.5
1 adult,33094,24898,0.5
1 adult,33094,24910,0.5
1 adult,33094,24946,0.5
1 adult,33133,24968,0.5
1 adult,33133,24980,0.5
1 adult,33133,24987,0.5
1 adult,33133,25017,0.5
1 adult,33133,25035,0.5
1 adult,33133,25061,0.5
1 adult,33192,25073,0.5
1 adult,33208,25088,0.5
1 adult,33444,25111,0.5
1 adult,33508,25123,0.5
1 adult,33508,25131,0.5
1 adult,33508,25144,0.5
1 adult,33547,25159,0.5
1 adult,33600,25197,0.5
1 adult,33611,25235,0.5
1 adult,33642,25240,0.5
1 adult,33651,25248,0.5
1 adult,33671,25301,0.5
1 adult,33671,25312,0.5
1 adult,33671,25318,0.5
1 adult,33671,25329,0.5
1 adult,33671,25339,0.51
1 adult,33671,25356,0.51
1 adult,33671,25369,0.51
1 adult,33671,25388,0.51
1 adult,33703,25400,0.51
1 adult,33703,25419,0.51
1 adult,33703,25430,0.51
1 adult,33921,25451,0.51
1 adult,33921,25459,0.51
1 adult,33962,25488,0.51
1 adult,33986,25499,0.51
1 adult,33991,25512,0.51
1 adult,34000,25546,0.51
1 adult,34000,25560,0.51
1 adult,34000,25572,0.51
1 adult,34000,25579,0.51
1 adult,34112,25595,0.51
1 adult,34128,25665,0.51
1 adult,34128,25679,0.51
1 adult,34128,25693,0.51
1 adult,34128,25779,0.51
1 adult,34128,25797,0.51
1 adult,34128,25824,0.51
1 adult,34138,25842,0.51
1 adult,34169,25862,0.51
1 adult,34169,25870,0.51
1 adult,34169,25881,0.51
1 adult,34295,25902,0.52
1 adult,34300,25914,0.52
1 adult,34310,25937,0.52
1 adult,34438,25956,0.52
1 adult,34500,25968,0.52
1 adult,34540,25979,0.52
1 adult,34622,26001,0.52
1 adult,34645,26010,0.52
1 adult,34723,26040,0.52
1 adult,34723,26046,0.52
1 adult,34723,26058,0.52
1 adult,34723,26082,0.52
1 adult,34723,26128,0.52
1 adult,34723,26143,0.52
1 adult,34723,26155,0.52
1 adult,34724,26167,0.52
1 adult,34724,26175,0.52
1 adult,34724,26183,0.52
1 adult,34790,26219,0.52
1 adult,34790,26234,0.52
1 adult,34900,26245,0.52
1 adult,34933,26257,0.52
1 adult,34933,26277,0.52
1 adult,34956,26302,0.52
1 adult,34997,26314,0.52
1 adult,35000,26322,0.52
1 adult,35000,26343,0.52
1 adult,35000,26353,0.53
1 adult,35000,26364,0.53
1 adult,35000,26374,0.53
1 adult,35000,26392,0.53
1 adult,35000,26404,0.53
1 adult,35000,26417,0.53
1 adult,35000,26429,0.53
1 adult,35162,26478,0.53
1 adult,35204,26489,0.53
1 adult,35308,26498,0.53
1 adult,35308,26521,0.53
1 adult,35369,26534,0.53
1 adult,35439,26551,0.53
1 adult,35439,26559,0.53
1 adult,35500,26575,0.53
1 adult,35565,26647,0.53
1 adult,35590,26658,0.53
1 adult,35643,26664,0.53
1 adult,35670,26681,0.53
1 adult,35746,26701,0.53
1 adult,35746,26722,0.53
1 adult,35746,26776,0.53
1 adult,35775,26824,0.53
1 adult,35783,26844,0.53
1 adult,35796,26857,0.53
1 adult,35886,26874,0.53
1 adult,35900,26889,0.53
1 adult,35950,26898,0.54
1 adult,35986,26911,0.54
1 adult,35990,26916,0.54
1 adult,36000,26950,0.54
1 adult,36000,26971,0.54
1 adult,36091,26987,0.54
1 adult,36197,26998,0.54
1 adult,36197,27027,0.54
1 adult,36240,27042,0.54
1 adult,36240,27050,0.54
1 adult,36240,27067,0.54
1 adult,36240,27079,0.54
1 adult,36240,27087,0.54
1 adult,36240,27133,0.54
1 adult,36256,27139,0.54
1 adult,36300,27156,0.54
1 adult,36343,27172,0.54
1 adult,36400,27192,0.54
1 adult,36512,27203,0.54
1 adult,36610,27213,0.54
1 adult,36617,27224,0.54
1 adult,36654,27245,0.54
1 adult,36700,27260,0.54
1 adult,36767,27270,0.54
1 adult,36767,27285,0.54
1 adult,36767,27303,0.54
1 adult,36767,27330,0.54
1 adult,36827,27389,0.55
1 adult,36827,27402,0.55
1 adult,36827,27417,0.55
1 adult,36827,27425,0.55
1 adult,36827,27447,0.55
1 adult,36920,27489,0.55
1 adult,36971,27510,0.55
1 adult,36975,27529,0.55
1 adult,37000,27606,0.55
1 adult,37000,27630,0.55
1 adult,37175,27642,0.55
1 adult,37231,27651,0.55
1 adult,37231,27710,0.55
1 adult,37231,27733,0.55
1 adult,37231,27754,0.55
1 adult,37231,27768,0.55
1 adult,37275,27782,0.55
1 adult,37275,27797,0.55
1 adult,37275,27811,0.55
1 adult,37275,27825,0.55
1 adult,37278,27832,0.55
1 adult,37306,27842,0.55
1 adult,37438,27861,0.55
1 adult,37500,27873,0.55
1 adult,37541,27887,0.55
1 adult,37564,27909,0.55
1 adult,37686,27936,0.55
1 adult,37689,27982,0.56
1 adult,37788,27998,0.56
1 adult,37800,28035,0.56
1 adult,37800,28055,0.56
1 adult,37880,28061,0.56
1 adult,37880,28069,0.56
1 adult,37900,28081,0.56
1 adult,37955,28083,0.56
1 adult,37985,28105,0.56
1 adult,37986,28128,0.56
1 adult,38000,28140,0.56
1 adult,38000,28154,0.56
1 adult,38000,28166,0.56
1 adult,38000,28187,0.56
1 adult,38100,28203,0.56
1 adult,38207,28214,0.56
1 adult,38207,28228,0.56
1 adult,38265,28247,0.56
1 adult,38265,28295,0.56
1 adult,38265,28307,0.56
1 adult,38265,28335,0.56
1 adult,38300,28348,0.56
1 adult,38310,28371,0.56
1 adult,38310,28384,0.56
1 adult,38310,28396,0.56
1 adult,38401,28441,0.56
1 adult,38500,28455,0.56
1 adult,38700,28469,0.57
1 adult,38725,28477,0.57
1 adult,38800,28489,0.57
1 adult,38810,28509,0.57
1 adult,38810,28522,0.57
1 adult,38810,28535,0.57
1 adult,38885,28552,0.57
1 adult,38932,28565,0.57
1 adult,38932,28585,0.57
1 adult,38932,28599,0.57
1 adult,38932,28640,0.57
1 adult,39000,28656,0.57
1 adult,39000,28668,0.57
1 adult,39000,28676,0.57
1 adult,39000,28694,0.57
1 adult,39060,28711,0.57
1 adult,39139,28721,0.57
1 adult,39196,28733,0.57
1 adult,39218,28742,0.57
1 adult,39299,28756,0.57
1 adult,39299,28770,0.57
1 adult,39299,28781,0.57
1 adult,39299,28830,0.57
1 adult,39299,28844,0.57
1 adult,39299,28868,0.57
1 adult,39346,28880,0.57
1 adult,39346,28895,0.57
1 adult,39398,28909,0.58
1 adult,39507,28925,0.58
1 adult,39553,28946,0.58
1 adult,39656,28968,0.58
1 adult,39760,28977,0.58
1 adult,39774,29004,0.58
1 adult,39774,29010,0.58
1 adult,39816,29026,0.58
1 adult,39831,29037,0.58
1 adult,39831,29058,0.58
1 adult,39831,29066,0.58
1 adult,39863,29078,0.58
1 adult,39920,29086,0.58
1 adult,39984,29101,0.58
1 adult,39984,29143,0.58
1 adult,40000,29157,0.58
1 adult,40000,29173,0.58
1 adult,40000,29227,0.58
1 adult,40000,29272,0.58
1 adult,40000,29326,0.58
1 adult,40000,29388,0.58
1 adult,40000,29406,0.58
1 adult,40000,29418,0.58
1 adult,40020,29425,0.58
1 adult,40137,29439,0.58
1 adult,40174,29453,0.58
1 adult,40250,29461,0.58
1 adult,40278,29485,0.59
1 adult,40333,29497,0.59
1 adult,40333,29508,0.59
1 adult,40333,29531,0.59
1 adult,40488,29546,0.59
1 adult,40500,29560,0.59
1 adult,40800,29573,0.59
1 adult,40826,29587,0.59
1 adult,40852,29598,0.59
1 adult,40852,29611,0.59
1 adult,40852,29627,0.59
1 adult,40852,29632,0.59
1 adult,40902,29658,0.59
1 adult,40931,29671,0.59
1 adult,40954,29685,0.59
1 adult,41036,29697,0.59
1 adult,41036,29717,0.59
1 adult,41036,29725,0.59
1 adult,41056,29735,0.59
1 adult,41161,29746,0.59
1 adult,41200,29758,0.59
1 adult,41264,29772,0.59
1 adult,41367,29779,0.59
1 adult,41367,29793,0.59
1 adult,41367,29806,0.59
1 adult,41367,29832,0.59
1 adult,41367,29871,0.6
1 adult,41367,29889,0.6
1 adult,41367,29902,0.6
1 adult,41417,29909,0.6
1 adult,41417,29925,0.6
1 adult,41417,29934,0.6
1 adult,41417,29948,0.6
1 adult,41417,29988,0.6
1 adult,41417,29999,0.6
1 adult,41417,30011,0.6
1 adult,41417,30042,0.6
1 adult,41417,30056,0.6
1 adult,41417,30068,0.6
1 adult,41417,30080,0.6
1 adult,41417,30100,0.6
1 adult,41417,30142,0.6
1 adult,41500,30159,0.6
1 adult,41669,30180,0.6
1 adult,41669,30187,0.6
1 adult,41873,30202,0.6
1 adult,41873,30213,0.6
1 adult,41873,30218,0.6
1 adult,41878,30230,0.6
1 adult,41885,30237,0.6
1 adult,41934,30252,0.6
1 adult,42000,30263,0.6
1 adult,42000,30285,0.6
1 adult,42088,30297,0.61
1 adult,42088,30362,0.61
1 adult,42088,30375,0.61
1 adult,42194,30392,0.61
1 adult,42257,30400,0.61
1 adult,42286,30416,0.61
1 adult,42400,30423,0.61
1 adult,42402,30439,0.61
1 adult,42452,30458,0.61
1 adult,42486,30471,0.61
1 adult,42615,30503,0.61
1 adult,42800,30514,0.61
1 adult,42895,30553,0.61
1 adult,42900,30570,0.61
1 adult,42919,30584,0.61
1 adult,42930,30597,0.61
1 adult,43000,30612,0.61
1 adult,43020,30634,0.61
1 adult,43141,30645,0.61
1 adult,43141,30667,0.61
1 adult,43141,30682,0.61
1 adult,43222,30694,0.61
1 adult,43229,30707,0.61
1 adult,43436,30719,0.61
1 adult,43436,30725,0.61
1 adult,43436,30759,0.61
1 adult,43487,30772,0.61
1 adult,43487,30786,0.62
1 adult,43487,30801,0.62
1 adult,43487,30812,0.62
1 adult,43487,30857,0.62
1 adult,43487,30899,0.62
1 adult,43600,30928,0.62
1 adult,43610,30940,0.62
1 adult,43611,30959,0.62
1 adult,43643,30971,0.62
1 adult,43695,31035,0.62
1 adult,43712,31055,0.62
1 adult,43712,31069,0.62
1 adult,43746,31084,0.62
1 adult,43800,31118,0.62
1 adult,43916,31141,0.62
1 adult,44000,31170,0.62
1 adult,44005,31191,0.62
1 adult,44056,31201,0.62
1 adult,44120,31212,0.62
1 adult,44120,31224,0.62
1 adult,44193,31246,0.62
1 adult,44193,31267,0.62
1 adult,44222,31279,0.62
1 adult,44400,31285,0.62
1 adult,44470,31295,0.62
1 adult,44523,31334,0.62
1 adult,44523,31398,0.62
1 adult,44730,31405,0.63
1 adult,44832,31411,0.63
1 adult,44833,31430,0.63
1 adult,44937,31442,0.63
1 adult,44937,31456,0.63
1 adult,45000,31480,0.63
1 adult,45000,31504,0.63
1 adult,45000,31524,0.63
1 adult,45000,31545,0.63
1 adult,45194,31569,0.63
1 adult,45194,31579,0.63
1 adult,45245,31592,0.63
1 adult,45245,31603,0.63
1 adult,45248,31619,0.63
1 adult,45346,31637,0.63
1 adult,45448,31649,0.63
1 adult,45504,31664,0.63
1 adult,45504,31678,0.63
1 adult,45558,31698,0.63
1 adult,45600,31710,0.63
1 adult,45876,31721,0.63
1 adult,45918,31734,0.63
1 adult,45959,31745,0.63
1 adult,45959,31767,0.63
1 adult,45959,31808,0.63
1 adult,45959,31827,0.63
1 adult,45959,31887,0.63
1 adult,45982,31894,0.64
1 adult,46000,31904,0.64
1 adult,46000,31914,0.64
1 adult,46010,31938,0.64
1 adult,46061,31959,0.64
1 adult,46297,31982,0.64
1 adult,46297,32012,0.64
1 adult,46332,32019,0.64
1 adult,46403,32032,0.64
1 adult,46403,32046,0.64
1 adult,46538,32056,0.64
1 adult,46538,32095,0.64
1 adult,46594,32114,0.64
1 adult,46594,32135,0.64
1 adult,46594,32155,0.64
1 adult,46594,32166,0.64
1 adult,46700,32181,0.64
1 adult,46800,32200,0.64
1 adult,47008,32218,0.64
1 adult,47087,32225,0.64
1 adult,47350,32237,0.64
1 adult,47350,32278,0.64
1 adult,47350,32280,0.64
1 adult,47350,32291,0.64
1 adult,47350,32304,0.64
1 adult,47350,32338,0.64
1 adult,47400,32350,0.64
1 adult,47500,32365,0.65
1 adult,47526,32395,0.65
1 adult,47573,32418,0.65
1 adult,47573,32428,0.65
1 adult,47593,32440,0.65
1 adult,47629,32470,0.65
1 adult,47800,32504,0.65
1 adult,48000,32518,0.65
1 adult,48001,32531,0.65
1 adult,48001,32604,0.65
1 adult,48001,32626,0.65
1 adult,48001,32634,0.65
1 adult,48110,32641,0.65
1 adult,48206,32653,0.65
1 adult,48402,32665,0.65
1 adult,48507,32683,0.65
1 adult,48607,32696,0.65
1 adult,48607,32706,0.65
1 adult,48607,32776,0.65
1 adult,48665,32797,0.65
1 adult,48768,32812,0.65
1 adult,48872,32824,0.65
1 adult,48872,32845,0.65
1 adult,49023,32907,0.65
1 adult,49023,32916,0.65
1 adult,49023,32925,0.65
1 adult,49033,32938,0.65
1 adult,49454,32952,0.66
1 adult,49500,32976,0.66
1 adult,49641,33004,0.66
1 adult,49641,33030,0.66
1 adult,49641,33044,0.66
1 adult,49664,33067,0.66
1 adult,49669,33079,0.66
1 adult,49700,33093,0.66
1 adult,49710,33102,0.66
1 adult,50000,33126,0.66
1 adult,50000,33133,0.66
1 adult,50000,33147,0.66
1 adult,50000,33173,0.66
1 adult,50000,33192,0.66
1 adult,50000,33207,0.66
1 adult,50000,33223,0.66
1 adult,50000,33242,0.66
1 adult,50000,33252,0.66
1 adult,50158,33266,0.66
1 adult,50190,33280,0.66
1 adult,50218,33292,0.66
1 adult,50300,33306,0.66
1 adult,50321,33318,0.66
1 adult,50405,33349,0.66
1 adult,50452,33368,0.66
1 adult,50506,33391,0.66
1 adult,50506,33409,0.66
1 adult,50506,33421,0.67
1 adult,50506,33434,0.67
1 adult,50611,33442,0.67
1 adult,50657,33454,0.67
1 adult,50735,33473,0.67
1 adult,51000,33493,0.67
1 adult,51065,33506,0.67
1 adult,51065,33523,0.67
1 adult,51065,33534,0.67
1 adult,51065,33537,0.67
1 adult,51089,33568,0.67
1 adult,51253,33589,0.67
1 adult,51357,33603,0.67
1 adult,51372,33610,0.67
1 adult,51475,33660,0.67
1 adult,51503,33678,0.67
1 adult,51558,33690,0.67
1 adult,51709,33703,0.67
1 adult,51709,33721,0.67
1 adult,51709,33758,0.67
1 adult,51709,33770,0.67
1 adult,51709,33810,0.67
1 adult,51771,33845,0.67
1 adult,51771,33887,0.67
1 adult,51771,33902,0.67
1 adult,51771,33909,0.67
1 adult,52000,33925,0.67
1 adult,52000,33932,0.68
1 adult,52000,33965,0.68
1 adult,52000,33981,0.68
1 adult,52084,33993,0.68
1 adult,52086,34007,0.68
1 adult,52086,34014,0.68
1 adult,52086,34023,0.68
1 adult,52393,34033,0.68
1 adult,52611,34055,0.68
1 adult,52611,34075,0.68
1 adult,52611,34087,0.68
1 adult,52611,34099,0.68
1 adult,52611,34112,0.68
1 adult,52611,34127,0.68
1 adult,52744,34152,0.68
1 adult,52754,34162,0.68
1 adult,52801,34186,0.68
1 adult,52806,34193,0.68
1 adult,52821,34214,0.68
1 adult,52837,34233,0.68
1 adult,53000,34268,0.68
1 adult,53108,34276,0.68
1 adult,53108,34286,0.68
1 adult,53108,34299,0.68
1 adult,53108,34319,0.68
1 adult,53117,34342,0.68
1 adult,53158,34348,0.69
1 adult,53663,34361,0.69
1 adult,53663,34376,0.69
1 adult,53673,34400,0.69
1 adult,53721,34413,0.69
1 adult,53772,34433,0.69
1 adult,53800,34445,0.69
1 adult,53842,34460,0.69
1 adult,53842,34475,0.69
1 adult,53985,34483,0.69
1 adult,53985,34495,0.69
1 adult,54000,34514,0.69
1 adult,54000,34538,0.69
1 adult,54000,34581,0.69
1 adult,54000,34618,0.69
1 adult,54080,34641,0.69
1 adult,54129,34661,0.69
1 adult,54191,34673,0.69
1 adult,54347,34681,0.69
1 adult,54398,34690,0.69
1 adult,54398,34710,0.69
1 adult,54399,34722,0.69
1 adult,54509,34730,0.69
1 adult,54670,34743,0.69
1 adult,54715,34771,0.69
1 adult,54715,34784,0.69
1 adult,54812,34790,0.69
1 adult,54812,34800,0.7
