composition,income,cum_sum,perc_sum
1 adult,54925,34812,0.7
1 adult,55040,34834,0.7
1 adult,55150,34850,0.7
1 adult,55308,34873,0.7
1 adult,55329,34892,0.7
1 adult,55457,34901,0.7
1 adult,55557,34924,0.7
1 adult,55767,34939,0.7
1 adult,55767,34961,0.7
1 adult,55800,34978,0.7
1 adult,55967,34986,0.7
1 adult,56000,35000,0.7
1 adult,56172,35007,0.7
1 adult,56172,35013,0.7
1 adult,56172,35034,0.7
1 adult,56172,35049,0.7
1 adult,56172,35066,0.7
1 adult,56239,35092,0.7
1 adult,56376,35102,0.7
1 adult,56549,35117,0.7
1 adult,56714,35128,0.7
1 adult,56819,35139,0.7
1 adult,56819,35145,0.7
1 adult,56819,35173,0.7
1 adult,56880,35185,0.7
1 adult,56880,35199,0.7
1 adult,56880,35220,0.71
1 adult,56880,35230,0.71
1 adult,56925,35240,0.71
1 adult,56948,35247,0.71
1 adult,56948,35259,0.71
1 adult,56979,35266,0.71
1 adult,57000,35301,0.71
1 adult,57000,35311,0.71
1 adult,57191,35318,0.71
1 adult,57193,35333,0.71
1 adult,57300,35344,0.71
1 adult,57499,35365,0.71
1 adult,57811,35373,0.71
1 adult,57872,35416,0.71
1 adult,58000,35442,0.71
1 adult,58000,35458,0.71
1 adult,58010,35465,0.71
1 adult,58082,35478,0.71
1 adult,58121,35495,0.71
1 adult,58200,35519,0.71
1 adult,58214,35556,0.71
1 adult,58214,35569,0.71
1 adult,58214,35579,0.71
1 adult,58214,35591,0.71
1 adult,58300,35600,0.71
1 adult,58503,35625,0.71
1 adult,58700,35636,0.71
1 adult,58800,35648,0.72
1 adult,58949,35669,0.72
1 adult,58949,35681,0.72
1 adult,58949,35691,0.72
1 adult,59019,35712,0.72
1 adult,59019,35718,0.72
1 adult,59039,35737,0.72
1 adult,59133,35753,0.72
1 adult,59236,35766,0.72
1 adult,59236,35769,0.72
1 adult,59236,35778,0.72
1 adult,59259,35790,0.72
1 adult,59466,35803,0.72
1 adult,59542,35816,0.72
1 adult,59743,35830,0.72
1 adult,59766,35839,0.72
1 adult,59983,35857,0.72
1 adult,60000,35874,0.72
1 adult,60000,35887,0.72
1 adult,60000,35899,0.72
1 adult,60000,35913,0.72
1 adult,60000,35919,0.72
1 adult,60010,35932,0.72
1 adult,60054,35947,0.72
1 adult,60054,35968,0.72
1 adult,60186,35980,0.72
1 adult,60416,36004,0.72
1 adult,60500,36027,0.73
1 adult,60768,36068,0.73
1 adult,61028,36076,0.73
1 adult,61186,36084,0.73
1 adult,61278,36107,0.73
1 adult,61278,36118,0.73
1 adult,61278,36127,0.73
1 adult,61278,36140,0.73
1 adult,61278,36170,0.73
1 adult,61278,36177,0.73
1 adult,61278,36236,0.73
1 adult,61344,36249,0.73
1 adult,61524,36305,0.73
1 adult,61607,36316,0.73
1 adult,62000,36336,0.73
1 adult,62051,36363,0.73
1 adult,62051,36375,0.73
1 adult,62080,36388,0.73
1 adult,62125,36397,0.73
1 adult,62125,36435,0.73
1 adult,62125,36450,0.73
1 adult,62125,36485,0.73
1 adult,62125,36528,0.73
1 adult,62125,36573,0.73
1 adult,62125,36580,0.73
1 adult,62291,36607,0.73
1 adult,62504,36616,0.73
1 adult,63000,36630,0.74
1 adult,63000,36642,0.74
1 adult,63000,36655,0.74
1 adult,63027,36677,0.74
1 adult,63133,36739,0.74
1 adult,63133,36753,0.74
1 adult,63133,36775,0.74
1 adult,63133,36785,0.74
1 adult,63133,36798,0.74
1 adult,63133,36806,0.74
1 adult,63133,36825,0.74
1 adult,63160,36842,0.74
1 adult,63160,36858,0.74
1 adult,63200,36873,0.74
1 adult,63259,36885,0.74
1 adult,63343,36898,0.74
1 adult,63627,36910,0.74
1 adult,63659,36918,0.74
1 adult,63782,36931,0.74
1 adult,64000,36937,0.74
1 adult,64138,36946,0.74
1 adult,64185,36958,0.74
1 adult,64196,36970,0.74
1 adult,64196,36984,0.74
1 adult,64196,37054,0.74
1 adult,65000,37068,0.74
1 adult,65000,37079,0.74
1 adult,65000,37087,0.75
1 adult,65000,37122,0.75
1 adult,65000,37137,0.75
1 adult,65154,37156,0.75
1 adult,65231,37177,0.75
1 adult,65363,37188,0.75
1 adult,65363,37209,0.75
1 adult,65900,37221,0.75
1 adult,65995,37230,0.75
1 adult,66059,37243,0.75
1 adult,66188,37259,0.75
1 adult,66267,37266,0.75
1 adult,66289,37278,0.75
1 adult,66710,37297,0.75
1 adult,66895,37314,0.75
1 adult,66921,37328,0.75
1 adult,67000,37336,0.75
1 adult,67000,37368,0.75
1 adult,67026,37376,0.75
1 adult,67222,37412,0.75
1 adult,67222,37426,0.75
1 adult,67302,37441,0.75
1 adult,67342,37453,0.75
1 adult,68183,37467,0.75
1 adult,68394,37497,0.75
1 adult,68394,37504,0.75
1 adult,68394,37516,0.75
1 adult,68394,37541,0.76
1 adult,68529,37548,0.76
1 adult,69291,37568,0.76
1 adult,69291,37574,0.76
1 adult,69394,37587,0.76
1 adult,70000,37638,0.76
1 adult,70098,37644,0.76
1 adult,70200,37653,0.76
1 adult,70325,37673,0.76
1 adult,70325,37685,0.76
1 adult,70408,37708,0.76
1 adult,70470,37716,0.76
1 adult,70470,37724,0.76
1 adult,70498,37732,0.76
1 adult,70776,37742,0.76
1 adult,70842,37757,0.76
1 adult,71000,37775,0.76
1 adult,71393,37782,0.76
1 adult,71444,37792,0.76
1 adult,71491,37804,0.76
1 adult,71491,37812,0.76
1 adult,71491,37826,0.76
1 adult,71550,37840,0.76
1 adult,71600,37850,0.76
1 adult,71600,37865,0.76
1 adult,71600,37886,0.76
1 adult,72000,37893,0.76
2 adults,0,21,0
2 adults,0,34,0
2 adults,0,47,0
2 adults,0,60,0
2 adults,0,89,0
2 adults,0,109,0
2 adults,0,120,0
2 adults,0,132,0
2 adults,0,145,0
2 adults,0,153,0
2 adults,0,166,0
2 adults,0,181,0
2 adults,210,186,0
2 adults,214,203,0.01
2 adults,300,217,0.01
2 adults,306,223,0.01
2 adults,1157,241,0.01
2 adults,1563,246,0.01
2 adults,2600,252,0.01
2 adults,3064,263,0.01
2 adults,3103,284,0.01
2 adults,3135,306,0.01
2 adults,3268,316,0.01
2 adults,3268,338,0.01
2 adults,3575,366,0.01
2 adults,3620,387,0.01
2 adults,4000,398,0.01
2 adults,4600,413,0.01
2 adults,5177,432,0.01
2 adults,5229,445,0.01
2 adults,6212,461,0.01
2 adults,7559,494,0.01
2 adults,7576,522,0.01
2 adults,8067,554,0.01
2 adults,8068,584,0.01
2 adults,8076,613,0.01
2 adults,8170,627,0.01
2 adults,8240,644,0.01
2 adults,8400,672,0.01
2 adults,8418,788,0.02
2 adults,8581,798,0.02
2 adults,8700,816,0.02
2 adults,8791,832,0.02
2 adults,8839,846,0.02
2 adults,9008,870,0.02
2 adults,9101,879,0.02
2 adults,9192,905,0.02
2 adults,9215,919,0.02
2 adults,9294,933,0.02
2 adults,9297,944,0.02
2 adults,9308,956,0.02
2 adults,9491,969,0.02
2 adults,10044,1031,0.02
2 adults,10100,1051,0.02
2 adults,10111,1061,0.02
2 adults,10213,1076,0.02
2 adults,10342,1089,0.02
2 adults,10417,1113,0.02
2 adults,10962,1118,0.02
2 adults,11479,1126,0.02
2 adults,11493,1132,0.02
2 adults,11597,1154,0.02
2 adults,11600,1165,0.02
2 adults,11847,1177,0.02
2 adults,11858,1189,0.02
2 adults,12114,1196,0.03
2 adults,12256,1203,0.03
2 adults,12311,1216,0.03
2 adults,12311,1257,0.03
2 adults,12358,1265,0.03
2 adults,12410,1273,0.03
2 adults,12425,1290,0.03
2 adults,12425,1303,0.03
2 adults,12425,1313,0.03
2 adults,12425,1328,0.03
2 adults,12521,1342,0.03
2 adults,12532,1356,0.03
2 adults,12627,1369,0.03
2 adults,12732,1403,0.03
2 adults,12900,1412,0.03
2 adults,12900,1426,0.03
2 adults,12971,1432,0.03
2 adults,13000,1444,0.03
2 adults,13000,1464,0.03
2 adults,13200,1472,0.03
2 adults,13200,1478,0.03
2 adults,13200,1487,0.03
2 adults,13200,1500,0.03
2 adults,13444,1513,0.03
2 adults,13468,1525,0.03
2 adults,13734,1544,0.04
2 adults,13869,1558,0.04
2 adults,13890,1575,0.04
2 adults,13992,1580,0.04
2 adults,14000,1595,0.04
2 adults,14300,1609,0.04
2 adults,14300,1616,0.04
2 adults,14303,1628,0.04
2 adults,14479,1641,0.04
2 adults,14479,1664,0.04
2 adults,14496,1672,0.04
2 adults,14496,1683,0.04
2 adults,14496,1690,0.04
2 adults,14496,1773,0.04
2 adults,14521,1789,0.04
2 adults,14600,1808,0.04
2 adults,14707,1823,0.04
2 adults,14707,1830,0.04
2 adults,14720,1859,0.04
2 adults,14731,1873,0.04
2 adults,14731,1884,0.04
2 adults,14800,1893,0.04
2 adults,14806,1907,0.04
2 adults,14892,1917,0.04
2 adults,14996,1933,0.04
2 adults,15000,1993,0.04
2 adults,15110,2003,0.05
2 adults,15320,2011,0.05
2 adults,15362,2041,0.05
2 adults,15422,2052,0.05
2 adults,15428,2073,0.05
2 adults,15513,2106,0.05
2 adults,15531,2125,0.05
2 adults,15531,2139,0.05
2 adults,15616,2155,0.05
2 adults,15616,2166,0.05
2 adults,15720,2244,0.05
2 adults,15926,2250,0.05
2 adults,15926,2260,0.05
2 adults,15932,2282,0.05
2 adults,16000,2296,0.05
2 adults,16000,2308,0.05
2 adults,16025,2322,0.05
2 adults,16030,2332,0.05
2 adults,16133,2347,0.05
2 adults,16308,2372,0.05
2 adults,16341,2389,0.05
2 adults,16400,2421,0.05
2 adults,16400,2442,0.05
2 adults,16440,2452,0.05
2 adults,16444,2464,0.05
2 adults,16463,2480,0.05
2 adults,16500,2492,0.06
2 adults,16520,2533,0.06
2 adults,16567,2555,0.06
2 adults,16567,2633,0.06
2 adults,16650,2644,0.06
2 adults,16749,2649,0.06
2 adults,16961,2655,0.06
2 adults,16981,2658,0.06
2 adults,17064,2668,0.06
2 adults,17084,2678,0.06
2 adults,17256,2695,0.06
2 adults,17271,2709,0.06
2 adults,17374,2786,0.06
2 adults,17395,2804,0.06
2 adults,17464,2814,0.06
2 adults,17499,2823,0.06
2 adults,17566,2833,0.06
2 adults,17600,2846,0.06
2 adults,17602,2856,0.06
2 adults,17800,2870,0.06
2 adults,17888,2915,0.06
2 adults,17888,2960,0.06
2 adults,17913,2974,0.06
2 adults,17975,3034,0.06
2 adults,18000,3054,0.06
2 adults,18010,3075,0.07
2 adults,18202,3089,0.07
2 adults,18202,3115,0.07
2 adults,18202,3128,0.07
2 adults,18224,3137,0.07
2 adults,18308,3150,0.07
2 adults,18383,3161,0.07
2 adults,18409,3178,0.07
2 adults,18512,3195,0.07
2 adults,18584,3231,0.07
2 adults,18588,3238,0.07
2 adults,18600,3272,0.07
2 adults,18637,3282,0.07
2 adults,18637,3302,0.07
2 adults,18719,3311,0.07
2 adults,18822,3329,0.07
2 adults,18992,3342,0.07
2 adults,19000,3362,0.07
2 adults,19000,3374,0.07
2 adults,19000,3401,0.07
2 adults,19000,3418,0.07
2 adults,19100,3430,0.07
2 adults,19150,3440,0.07
2 adults,19259,3457,0.07
2 adults,19400,3479,0.07
2 adults,19466,3490,0.07
2 adults,19466,3523,0.08
2 adults,19507,3543,0.08
2 adults,19650,3558,0.08
2 adults,19673,3574,0.08
2 adults,20000,3606,0.08
2 adults,20087,3627,0.08
2 adults,20097,3637,0.08
2 adults,20167,3683,0.08
2 adults,20270,3698,0.08
2 adults,20300,3704,0.08
2 adults,20308,3718,0.08
2 adults,20413,3725,0.08
2 adults,20426,3736,0.08
2 adults,20426,3743,0.08
2 adults,20426,3789,0.08
2 adults,20684,3825,0.08
2 adults,20700,3831,0.08
2 adults,20708,3846,0.08
2 adults,20719,3868,0.08
2 adults,20812,3876,0.08
2 adults,20835,3895,0.08
2 adults,20915,3897,0.08
2 adults,21019,3921,0.08
2 adults,21039,3939,0.08
2 adults,21044,3964,0.08
2 adults,21044,3974,0.08
2 adults,21202,3985,0.09
2 adults,21300,4003,0.09
2 adults,21304,4014,0.09
2 adults,21330,4023,0.09
2 adults,21360,4035,0.09
2 adults,21360,4057,0.09
2 adults,21447,4123,0.09
2 adults,21500,4145,0.09
2 adults,21511,4155,0.09
2 adults,21537,4161,0.09
2 adults,21550,4173,0.09
2 adults,21570,4183,0.09
2 adults,21718,4192,0.09
2 adults,21718,4264,0.09
2 adults,21744,4277,0.09
2 adults,21754,4295,0.09
2 adults,21781,4308,0.09
2 adults,21781,4332,0.09
2 adults,21900,4343,0.09
2 adults,22096,4388,0.09
2 adults,22096,4395,0.09
2 adults,22096,4416,0.09
2 adults,22096,4434,0.09
2 adults,22290,4444,0.09
2 adults,22469,4459,0.09
2 adults,22545,4476,0.1
2 adults,22572,4514,0.1
2 adults,22673,4536,0.1
2 adults,22673,4548,0.1
2 adults,22676,4551,0.1
2 adults,22676,4561,0.1
2 adults,22676,4574,0.1
2 adults,22779,4615,0.1
2 adults,22800,4637,0.1
2 adults,22979,4651,0.1
2 adults,23038,4665,0.1
2 adults,23071,4675,0.1
2 adults,23359,4688,0.1
2 adults,23490,4702,0.1
2 adults,23490,4711,0.1
2 adults,23579,4729,0.1
2 adults,23675,4743,0.1
2 adults,23786,4787,0.1
2 adults,23800,4799,0.1
2 adults,23815,4809,0.1
2 adults,23815,4821,0.1
2 adults,23885,4844,0.1
2 adults,23885,4921,0.1
2 adults,23890,4936,0.1
2 adults,23900,4952,0.1
2 adults,23990,4965,0.1
2 adults,24000,4986,0.11
2 adults,24103,4996,0.11
2 adults,24201,5012,0.11
2 adults,24201,5026,0.11
2 adults,24229,5043,0.11
2 adults,24229,5059,0.11
2 adults,24300,5070,0.11
2 adults,24303,5080,0.11
2 adults,24303,5091,0.11
2 adults,24389,5113,0.11
2 adults,24436,5129,0.11
2 adults,24511,5192,0.11
2 adults,24600,5199,0.11
2 adults,24700,5208,0.11
2 adults,24716,5220,0.11
2 adults,24820,5232,0.11
2 adults,24820,5279,0.11
2 adults,24820,5293,0.11
2 adults,24832,5307,0.11
2 adults,24840,5326,0.11
2 adults,24850,5339,0.11
2 adults,24924,5360,0.11
2 adults,24940,5373,0.11
2 adults,25000,5395,0.11
2 adults,25000,5408,0.11
2 adults,25022,5418,0.12
2 adults,25022,5433,0.12
2 adults,25200,5458,0.12
2 adults,25253,5469,0.12
2 adults,25253,5481,0.12
2 adults,25368,5497,0.12
2 adults,25441,5506,0.12
2 adults,25533,5522,0.12
2 adults,25533,5531,0.12
2 adults,25648,5543,0.12
2 adults,25674,5552,0.12
2 adults,25737,5558,0.12
2 adults,25737,5566,0.12
2 adults,25737,5573,0.12
2 adults,25751,5590,0.12
2 adults,25792,5610,0.12
2 adults,25800,5647,0.12
2 adults,25885,5657,0.12
2 adults,25990,5673,0.12
2 adults,26000,5695,0.12
2 adults,26000,5706,0.12
2 adults,26100,5746,0.12
2 adults,26200,5761,0.12
2 adults,26200,5769,0.12
2 adults,26305,5781,0.12
2 adults,26350,5798,0.12
2 adults,26431,5811,0.13
2 adults,26500,5824,0.13
2 adults,26500,5835,0.13
2 adults,26507,5847,0.13
2 adults,26516,5862,0.13
2 adults,26554,5874,0.13
2 adults,26600,5886,0.13
2 adults,26630,5897,0.13
2 adults,26921,5913,0.13
2 adults,26926,5933,0.13
2 adults,27323,5948,0.13
2 adults,27335,5972,0.13
2 adults,27357,6037,0.13
2 adults,27357,6053,0.13
2 adults,27371,6070,0.13
2 adults,27509,6078,0.13
2 adults,27542,6086,0.13
2 adults,27613,6104,0.13
2 adults,27800,6123,0.13
2 adults,27820,6132,0.13
2 adults,27882,6142,0.13
2 adults,27923,6155,0.13
2 adults,27984,6216,0.13
2 adults,27984,6221,0.13
2 adults,27989,6232,0.13
2 adults,27989,6246,0.13
2 adults,28000,6252,0.14
2 adults,28000,6263,0.14
2 adults,28086,6274,0.14
2 adults,28086,6312,0.14
2 adults,28100,6324,0.14
2 adults,28130,6342,0.14
2 adults,28160,6357,0.14
2 adults,28370,6373,0.14
2 adults,28392,6382,0.14
2 adults,28400,6398,0.14
2 adults,28410,6420,0.14
2 adults,28410,6460,0.14
2 adults,28420,6474,0.14
2 adults,28494,6486,0.14
2 adults,28544,6503,0.14
2 adults,28557,6514,0.14
2 adults,28577,6523,0.14
2 adults,28595,6545,0.14
2 adults,28596,6568,0.14
2 adults,28600,6580,0.14
2 adults,28700,6604,0.14
2 adults,28712,6628,0.14
2 adults,28907,6639,0.14
2 adults,28936,6653,0.14
2 adults,28992,6677,0.14
2 adults,29005,6696,0.15
2 adults,29041,6719,0.15
2 adults,29061,6744,0.15
2 adults,29107,6760,0.15
2 adults,29400,6771,0.15
2 adults,29462,6785,0.15
2 adults,29509,6836,0.15
2 adults,29550,6884,0.15
2 adults,29567,6897,0.15
2 adults,29600,6910,0.15
2 adults,29613,6920,0.15
2 adults,29618,6940,0.15
2 adults,29681,6960,0.15
2 adults,29820,6982,0.15
2 adults,29888,6990,0.15
2 adults,30000,7016,0.15
2 adults,30093,7055,0.15
2 adults,30131,7069,0.15
2 adults,30200,7079,0.15
2 adults,30262,7085,0.15
2 adults,30333,7096,0.15
2 adults,30400,7108,0.15
2 adults,30514,7127,0.15
2 adults,30514,7141,0.15
2 adults,30545,7163,0.15
2 adults,30639,7200,0.15
2 adults,30639,7254,0.16
2 adults,30639,7265,0.16
2 adults,30715,7286,0.16
2 adults,30830,7300,0.16
2 adults,30830,7328,0.16
2 adults,30830,7350,0.16
2 adults,30843,7370,0.16
2 adults,30935,7379,0.16
2 adults,30945,7394,0.16
2 adults,31000,7401,0.16
2 adults,31026,7425,0.16
2 adults,31026,7440,0.16
2 adults,31026,7449,0.16
2 adults,31026,7464,0.16
2 adults,31026,7496,0.16
2 adults,31026,7516,0.16
2 adults,31129,7522,0.16
2 adults,31166,7536,0.16
2 adults,31166,7551,0.16
2 adults,31190,7562,0.16
2 adults,31300,7582,0.16
2 adults,31336,7601,0.16
2 adults,31356,7623,0.16
2 adults,31409,7696,0.16
2 adults,31439,7709,0.16
2 adults,31477,7744,0.16
2 adults,31543,7823,0.17
2 adults,31566,7836,0.17
2 adults,31660,7855,0.17
2 adults,31684,7875,0.17
2 adults,31770,7885,0.17
2 adults,31777,7893,0.17
2 adults,31787,7906,0.17
2 adults,31800,7919,0.17
2 adults,31891,7925,0.17
2 adults,31994,7933,0.17
2 adults,32000,7946,0.17
2 adults,32000,7955,0.17
2 adults,32000,7969,0.17
2 adults,32098,7982,0.17
2 adults,32163,8002,0.17
2 adults,32171,8013,0.17
2 adults,32200,8043,0.17
2 adults,32201,8077,0.17
2 adults,32273,8100,0.17
2 adults,32305,8112,0.17
2 adults,32370,8134,0.17
2 adults,32375,8142,0.17
2 adults,32400,8180,0.17
2 adults,32400,8188,0.17
2 adults,32408,8202,0.17
2 adults,32512,8227,0.18
2 adults,32513,8240,0.18
2 adults,32513,8263,0.18
2 adults,32600,8275,0.18
2 adults,32619,8282,0.18
2 adults,32619,8289,0.18
2 adults,32682,8314,0.18
2 adults,32682,8344,0.18
2 adults,32682,8399,0.18
2 adults,32784,8418,0.18
2 adults,32800,8442,0.18
2 adults,32815,8455,0.18
2 adults,32829,8471,0.18
2 adults,32887,8478,0.18
2 adults,32900,8490,0.18
2 adults,32926,8503,0.18
2 adults,32991,8556,0.18
2 adults,33090,8578,0.18
2 adults,33110,8593,0.18
2 adults,33145,8615,0.18
2 adults,33145,8628,0.18
2 adults,33237,8639,0.18
2 adults,33292,8647,0.18
2 adults,33294,8673,0.18
2 adults,33294,8685,0.18
2 adults,33300,8699,0.18
2 adults,33618,8713,0.19
2 adults,33651,8722,0.19
2 adults,33671,8771,0.19
2 adults,33671,8784,0.19
2 adults,33800,8795,0.19
2 adults,33818,8809,0.19
2 adults,33881,8822,0.19
2 adults,33907,8829,0.19
2 adults,33986,8845,0.19
2 adults,34000,8863,0.19
2 adults,34000,8896,0.19
2 adults,34000,8907,0.19
2 adults,34065,8916,0.19
2 adults,34100,8922,0.19
2 adults,34128,8943,0.19
2 adults,34128,8956,0.19
2 adults,34169,8961,0.19
2 adults,34169,8985,0.19
2 adults,34232,8992,0.19
2 adults,34272,9005,0.19
2 adults,34335,9011,0.19
2 adults,34407,9033,0.19
2 adults,34513,9034,0.19
2 adults,34542,9039,0.19
2 adults,34723,9050,0.19
2 adults,34723,9062,0.19
2 adults,34724,9073,0.2
2 adults,34852,9089,0.2
2 adults,34893,9115,0.2
2 adults,34900,9127,0.2
2 adults,34956,9134,0.2
2 adults,34997,9161,0.2
2 adults,35144,9182,0.2
2 adults,35204,9200,0.2
2 adults,35235,9223,0.2
2 adults,35249,9237,0.2
2 adults,35354,9244,0.2
2 adults,35473,9258,0.2
2 adults,35500,9282,0.2
2 adults,35500,9299,0.2
2 adults,35515,9346,0.2
2 adults,35565,9358,0.2
2 adults,35638,9384,0.2
2 adults,35746,9396,0.2
2 adults,35746,9404,0.2
2 adults,35783,9419,0.2
2 adults,35990,9425,0.2
2 adults,36000,9445,0.2
2 adults,36000,9464,0.2
2 adults,36197,9484,0.2
2 adults,36240,9495,0.2
2 adults,36240,9505,0.21
2 adults,36256,9534,0.21
2 adults,36256,9541,0.21
2 adults,36300,9559,0.21
2 adults,36301,9567,0.21
2 adults,36358,9579,0.21
2 adults,36400,9590,0.21
2 adults,36400,9601,0.21
2 adults,36507,9612,0.21
2 adults,36662,9632,0.21
2 adults,36767,9647,0.21
2 adults,36767,9687,0.21
2 adults,36767,9689,0.21
2 adults,36767,9692,0.21
2 adults,36827,9725,0.21
2 adults,36828,9738,0.21
2 adults,36933,9751,0.21
2 adults,36933,9765,0.21
2 adults,36971,9771,0.21
2 adults,37000,9784,0.21
2 adults,37068,9800,0.21
2 adults,37068,9809,0.21
2 adults,37100,9810,0.21
2 adults,37143,9827,0.21
2 adults,37220,9842,0.21
2 adults,37231,9856,0.21
2 adults,37248,9865,0.22
2 adults,37275,9879,0.22
2 adults,37275,9888,0.22
2 adults,37275,9903,0.22
2 adults,37278,9916,0.22
2 adults,37430,9928,0.22
2 adults,37430,9943,0.22
2 adults,37482,9954,0.22
2 adults,37482,9964,0.22
2 adults,37512,9983,0.22
2 adults,37575,9991,0.22
2 adults,37600,10001,0.22
2 adults,37600,10013,0.22
2 adults,37644,10025,0.22
2 adults,37748,10034,0.22
2 adults,37779,10053,0.22
2 adults,37793,10076,0.22
2 adults,37880,10088,0.22
2 adults,37880,10157,0.22
2 adults,37880,10179,0.22
2 adults,37921,10194,0.22
2 adults,38000,10209,0.22
2 adults,38000,10216,0.22
2 adults,38000,10224,0.22
2 adults,38037,10236,0.22
2 adults,38050,10249,0.22
2 adults,38058,10255,0.23
2 adults,38095,10270,0.23
2 adults,38162,10278,0.23
2 adults,38162,10292,0.23
2 adults,38265,10303,0.23
2 adults,38300,10315,0.23
2 adults,38300,10326,0.23
2 adults,38400,10345,0.23
2 adults,38430,10355,0.23
2 adults,38503,10385,0.23
2 adults,38511,10404,0.23
2 adults,38523,10422,0.23
2 adults,38600,10437,0.23
2 adults,38621,10453,0.23
2 adults,38621,10466,0.23
2 adults,38721,10491,0.23
2 adults,38725,10505,0.23
2 adults,38782,10517,0.23
2 adults,38782,10527,0.23
2 adults,38810,10553,0.23
2 adults,38827,10567,0.23
2 adults,38827,10589,0.23
2 adults,38912,10604,0.23
2 adults,38932,10621,0.23
2 adults,38989,10629,0.23
2 adults,39035,10643,0.24
2 adults,39037,10654,0.24
2 adults,39037,10668,0.24
2 adults,39142,10683,0.24
2 adults,39216,10692,0.24
2 adults,39247,10707,0.24
2 adults,39284,10715,0.24
2 adults,39299,10727,0.24
2 adults,39299,10746,0.24
2 adults,39346,10801,0.24
2 adults,39346,10813,0.24
2 adults,39346,10821,0.24
2 adults,39400,10840,0.24
2 adults,39500,10851,0.24
2 adults,39524,10865,0.24
2 adults,39816,10875,0.24
2 adults,39831,10906,0.24
2 adults,39831,10918,0.24
2 adults,39863,10931,0.24
2 adults,39920,10953,0.24
2 adults,39933,10966,0.24
2 adults,40000,10971,0.24
2 adults,40000,10983,0.24
2 adults,40000,11002,0.24
2 adults,40000,11011,0.24
2 adults,40023,11031,0.24
2 adults,40126,11046,0.25
2 adults,40381,11058,0.25
2 adults,40381,11095,0.25
2 adults,40381,11109,0.25
2 adults,40381,11123,0.25
2 adults,40405,11137,0.25
2 adults,40500,11148,0.25
2 adults,40600,11160,0.25
2 adults,40648,11173,0.25
2 adults,40721,11187,0.25
2 adults,40795,11202,0.25
2 adults,40852,11216,0.25
2 adults,40852,11229,0.25
2 adults,40900,11242,0.25
2 adults,40900,11253,0.25
2 adults,40900,11266,0.25
2 adults,41000,11290,0.25
2 adults,41000,11299,0.25
2 adults,41000,11309,0.25
2 adults,41036,11319,0.25
2 adults,41100,11325,0.25
2 adults,41100,11338,0.25
2 adults,41106,11355,0.25
2 adults,41200,11368,0.25
2 adults,41261,11381,0.25
2 adults,41264,11396,0.25
2 adults,41264,11419,0.26
2 adults,41300,11431,0.26
2 adults,41312,11442,0.26
2 adults,41367,11475,0.26
2 adults,41367,11496,0.26
2 adults,41367,11523,0.26
2 adults,41373,11545,0.26
2 adults,41417,11555,0.26
2 adults,41417,11590,0.26
2 adults,41417,11604,0.26
2 adults,41417,11624,0.26
2 adults,41562,11645,0.26
2 adults,41727,11654,0.26
2 adults,41873,11662,0.26
2 adults,41878,11684,0.26
2 adults,41889,11695,0.26
2 adults,42000,11702,0.26
2 adults,42000,11725,0.26
2 adults,42088,11770,0.26
2 adults,42088,11782,0.26
2 adults,42172,11809,0.26
2 adults,42180,11824,0.26
2 adults,42195,11839,0.26
2 adults,42221,11852,0.26
2 adults,42245,11866,0.26
2 adults,42245,11873,0.27
2 adults,42348,11888,0.27
2 adults,42384,11905,0.27
2 adults,42402,11916,0.27
2 adults,42509,11953,0.27
2 adults,42600,11965,0.27
2 adults,42712,11981,0.27
2 adults,42815,11999,0.27
2 adults,42895,12008,0.27
2 adults,42997,12022,0.27
2 adults,43000,12043,0.27
2 adults,43000,12057,0.27
2 adults,43022,12068,0.27
2 adults,43145,12081,0.27
2 adults,43200,12102,0.27
2 adults,43405,12113,0.27
2 adults,43436,12126,0.27
2 adults,43437,12138,0.27
2 adults,43487,12151,0.27
2 adults,43500,12164,0.27
2 adults,43562,12188,0.27
2 adults,43600,12206,0.27
2 adults,43610,12218,0.27
2 adults,43643,12229,0.27
2 adults,43663,12244,0.27
2 adults,43695,12254,0.27
2 adults,43695,12268,0.28
2 adults,43712,12276,0.28
2 adults,43850,12297,0.28
2 adults,43906,12313,0.28
2 adults,43916,12336,0.28
2 adults,44000,12387,0.28
2 adults,44118,12412,0.28
2 adults,44120,12425,0.28
2 adults,44193,12488,0.28
2 adults,44212,12508,0.28
2 adults,44222,12524,0.28
2 adults,44263,12537,0.28
2 adults,44316,12575,0.28
2 adults,44400,12585,0.28
2 adults,44403,12601,0.28
2 adults,44427,12614,0.28
2 adults,44460,12633,0.28
2 adults,44470,12671,0.28
2 adults,44470,12687,0.28
2 adults,44470,12698,0.28
2 adults,44500,12708,0.28
2 adults,44519,12718,0.28
2 adults,44523,12724,0.28
2 adults,44523,12752,0.28
2 adults,44523,12765,0.28
2 adults,44523,12778,0.28
2 adults,44523,12808,0.29
2 adults,44730,12824,0.29
2 adults,44835,12834,0.29
2 adults,44900,12843,0.29
2 adults,44937,12853,0.29
2 adults,44937,12868,0.29
2 adults,44960,12882,0.29
2 adults,44987,12898,0.29
2 adults,45000,12913,0.29
2 adults,45000,12928,0.29
2 adults,45041,12942,0.29
2 adults,45100,12961,0.29
2 adults,45144,12981,0.29
2 adults,45150,12996,0.29
2 adults,45194,13003,0.29
2 adults,45244,13016,0.29
2 adults,45245,13028,0.29
2 adults,45245,13053,0.29
