FLPDYR,RECID,aftertax_income,c00100,c04800,eitc
2023,476,972.44,708.00,0.00,318.60
2023,477,708.00,708.00,0.00,54.16
2023,478,894.56,708.00,0.00,240.72
2023,479,937.04,708.00,0.00,283.20
2023,480,972.44,708.00,0.00,318.60
2023,481,720.00,720.00,0.00,55.08
2023,482,909.72,720.00,0.00,244.80
2023,483,952.92,720.00,0.00,288.00
2023,484,988.92,720.00,0.00,324.00
2023,485,720.00,720.00,0.00,55.08
2023,486,909.72,720.00,0.00,244.80
2023,487,952.92,720.00,0.00,288.00
2023,488,988.92,720.00,0.00,324.00
2023,489,732.00,732.00,0.00,56.00
2023,490,924.88,732.00,0.00,248.88
2023,491,968.80,732.00,0.00,292.80
2023,492,1005.40,732.00,0.00,329.40
2023,493,732.00,732.00,0.00,56.00
2023,494,924.88,732.00,0.00,248.88
2023,495,968.80,732.00,0.00,292.80
2023,496,1005.40,732.00,0.00,329.40
2023,497,744.00,744.00,0.00,56.92
2023,498,940.04,744.00,0.00,252.96
2023,499,984.68,744.00,0.00,297.60
2023,500,1021.88,744.00,0.00,334.80
2023,501,744.00,744.00,0.00,56.92
2023,502,940.04,744.00,0.00,252.96
2023,503,984.68,744.00,0.00,297.60
2023,504,1021.88,744.00,0.00,334.80
2023,505,756.00,756.00,0.00,57.83
2023,506,955.21,756.00,0.00,257.04
2023,507,1000.57,756.00,0.00,302.40
2023,508,1038.37,756.00,0.00,340.20
2023,509,756.00,756.00,0.00,57.83
2023,510,955.21,756.00,0.00,257.04
2023,511,1000.57,756.00,0.00,302.40
2023,512,1038.37,756.00,0.00,340.20
2023,513,768.00,768.00,0.00,58.75
2023,514,970.37,768.00,0.00,261.12
2023,515,1016.45,768.00,0.00,307.20
2023,516,1054.85,768.00,0.00,345.60
2023,517,768.00,768.00,0.00,58.75
2023,518,970.37,768.00,0.00,261.12
2023,519,1016.45,768.00,0.00,307.20
2023,520,1054.85,768.00,0.00,345.60
2023,521,780.00,780.00,0.00,59.67
2023,522,985.53,780.00,0.00,265.20
2023,523,1032.33,780.00,0.00,312.00
2023,524,1071.33,780.00,0.00,351.00
2023,525,780.00,780.00,0.00,59.67
2023,526,985.53,780.00,0.00,265.20
2023,527,1032.33,780.00,0.00,312.00
2023,528,1071.33,780.00,0.00,351.00
2023,529,792.00,792.00,0.00,60.59
2023,530,1000.69,792.00,0.00,269.28
2023,531,1048.21,792.00,0.00,316.80
2023,532,1087.81,792.00,0.00,356.40
2023,533,792.00,792.00,0.00,60.59
2023,534,1000.69,792.00,0.00,269.28
2023,535,1048.21,792.00,0.00,316.80
2023,536,1087.81,792.00,0.00,356.40
2023,537,804.00,804.00,0.00,61.51
2023,538,1015.85,804.00,0.00,273.36
2023,539,1064.09,804.00,0.00,321.60
2023,540,1104.29,804.00,0.00,361.80
2023,541,804.00,804.00,0.00,61.51
2023,542,1015.85,804.00,0.00,273.36
2023,543,1064.09,804.00,0.00,321.60
2023,544,1104.29,804.00,0.00,361.80
2023,545,816.00,816.00,0.00,62.42
2023,546,1031.02,816.00,0.00,277.44
2023,547,1079.98,816.00,0.00,326.40
2023,548,1120.78,816.00,0.00,367.20
2023,549,816.00,816.00,0.00,62.42
2023,550,1031.02,816.00,0.00,277.44
2023,551,1079.98,816.00,0.00,326.40
2023,552,1120.78,816.00,0.00,367.20
2023,553,828.00,828.00,0.00,63.34
2023,554,1046.18,828.00,0.00,281.52
2023,555,1095.86,828.00,0.00,331.20
2023,556,1137.26,828.00,0.00,372.60
2023,557,828.00,828.00,0.00,63.34
2023,558,1046.18,828.00,0.00,281.52
2023,559,1095.86,828.00,0.00,331.20
2023,560,1137.26,828.00,0.00,372.60
2023,561,840.00,840.00,0.00,64.26
2023,562,1061.34,840.00,0.00,285.60
2023,563,1111.74,840.00,0.00,336.00
2023,564,1153.74,840.00,0.00,378.00
2023,565,840.00,840.00,0.00,64.26
2023,566,1061.34,840.00,0.00,285.60
2023,567,1111.74,840.00,0.00,336.00
2023,568,1153.74,840.00,0.00,378.00
2023,569,852.00,852.00,0.00,65.18
2023,570,1076.50,852.00,0.00,289.68
2023,571,1127.62,852.00,0.00,340.80
2023,572,1170.22,852.00,0.00,383.40
2023,573,852.00,852.00,0.00,65.18
2023,574,1076.50,852.00,0.00,289.68
2023,575,1127.62,852.00,0.00,340.80
2023,576,1170.22,852.00,0.00,383.40
2023,577,864.00,864.00,0.00,66.10
2023,578,1091.66,864.00,0.00,293.76
2023,579,1143.50,864.00,0.00,345.60
2023,580,1186.70,864.00,0.00,388.80
2023,581,864.00,864.00,0.00,66.10
