FLPDYR,RECID,aftertax_income,c00100,c04800,eitc
2019,249,3720.00,3720.00,0.00,284.58
2019,250,4700.22,3720.00,0.00,1264.80
2019,251,4923.42,3720.00,0.00,1488.00
2019,252,5109.42,3720.00,0.00,1674.00
2019,253,3720.00,3720.00,0.00,284.58
2019,254,4700.22,3720.00,0.00,1264.80
2019,255,4923.42,3720.00,0.00,1488.00
2019,256,5109.42,3720.00,0.00,1674.00
2019,257,3840.00,3840.00,0.00,293.76
2019,258,4851.84,3840.00,0.00,1305.60
2019,259,5082.24,3840.00,0.00,1536.00
2019,260,5274.24,3840.00,0.00,1728.00
2019,261,3840.00,3840.00,0.00,293.76
2019,262,4851.84,3840.00,0.00,1305.60
2019,263,5082.24,3840.00,0.00,1536.00
2019,264,5274.24,3840.00,0.00,1728.00
2019,265,3960.00,3960.00,0.00,302.94
2019,266,5003.46,3960.00,0.00,1346.40
2019,267,5241.06,3960.00,0.00,1584.00
2019,268,5439.06,3960.00,0.00,1782.00
2019,269,3960.00,3960.00,0.00,302.94
2019,270,5003.46,3960.00,0.00,1346.40
2019,271,5241.06,3960.00,0.00,1584.00
2019,272,5439.06,3960.00,0.00,1782.00
2019,273,4080.00,4080.00,0.00,312.12
2019,274,5155.08,4080.00,0.00,1387.20
2019,275,5399.88,4080.00,0.00,1632.00
2019,276,5603.88,4080.00,0.00,1836.00
2019,277,4080.00,4080.00,0.00,312.12
2019,278,5155.08,4080.00,0.00,1387.20
2019,279,5399.88,4080.00,0.00,1632.00
2019,280,5603.88,4080.00,0.00,1836.00
2019,281,4200.00,4200.00,0.00,321.30
2019,282,5306.70,4200.00,0.00,1428.00
2019,283,5558.70,4200.00,0.00,1680.00
2019,284,5768.70,4200.00,0.00,1890.00
2019,285,4200.00,4200.00,0.00,321.30
2019,286,5306.70,4200.00,0.00,1428.00
2019,287,5558.70,4200.00,0.00,1680.00
2019,288,5768.70,4200.00,0.00,1890.00
2019,289,4320.00,4320.00,0.00,330.48
2019,290,5458.32,4320.00,0.00,1468.80
2019,291,5717.52,4320.00,0.00,1728.00
2019,292,5933.52,4320.00,0.00,1944.00
2019,293,4320.00,4320.00,0.00,330.48
2019,294,5458.32,4320.00,0.00,1468.80
2019,295,5717.52,4320.00,0.00,1728.00
2019,296,5933.52,4320.00,0.00,1944.00
2019,297,4440.00,4440.00,0.00,339.66
2019,298,5609.94,4440.00,0.00,1509.60
2019,299,5876.34,4440.00,0.00,1776.00
2019,300,6098.34,4440.00,0.00,1998.00
2019,301,4440.00,4440.00,0.00,339.66
2019,302,5609.94,4440.00,0.00,1509.60
2019,303,5876.34,4440.00,0.00,1776.00
2019,304,6098.34,4440.00,0.00,1998.00
2019,305,4560.00,4560.00,0.00,348.84
2019,306,5761.56,4560.00,0.00,1550.40
2019,307,6035.16,4560.00,0.00,1824.00
2019,308,6263.16,4560.00,0.00,2052.00
2019,309,4560.00,4560.00,0.00,348.84
2019,310,5761.56,4560.00,0.00,1550.40
2019,311,6035.16,4560.00,0.00,1824.00
2019,312,6263.16,4560.00,0.00,2052.00
2019,313,4680.00,4680.00,0.00,358.02
2019,314,5913.18,4680.00,0.00,1591.20
2019,315,6193.98,4680.00,0.00,1872.00
2019,316,6427.98,4680.00,0.00,2106.00
2019,317,4680.00,4680.00,0.00,358.02
2019,318,5913.18,4680.00,0.00,1591.20
2019,319,6193.98,4680.00,0.00,1872.00
2019,320,6427.98,4680.00,0.00,2106.00
2019,321,4800.00,4800.00,0.00,367.20
2019,322,6064.80,4800.00,0.00,1632.00
2019,323,6352.80,4800.00,0.00,1920.00
2019,324,6592.80,4800.00,0.00,2160.00
2019,325,4800.00,4800.00,0.00,367.20
2019,326,6064.80,4800.00,0.00,1632.00
2019,327,6352.80,4800.00,0.00,1920.00
2019,328,6592.80,4800.00,0.00,2160.00
2019,329,4920.00,4920.00,0.00,376.38
2019,330,6216.42,4920.00,0.00,1672.80
2019,331,6511.62,4920.00,0.00,1968.00
2019,332,6757.62,4920.00,0.00,2214.00
2019,333,4920.00,4920.00,0.00,376.38
2019,334,6216.42,4920.00,0.00,1672.80
2019,335,6511.62,4920.00,0.00,1968.00
2019,336,6757.62,4920.00,0.00,2214.00
2019,337,5040.00,5040.00,0.00,385.56
2019,338,6368.04,5040.00,0.00,1713.60
2019,339,6670.44,5040.00,0.00,2016.00
2019,340,6922.44,5040.00,0.00,2268.00
2019,341,5040.00,5040.00,0.00,385.56
2019,342,6368.04,5040.00,0.00,1713.60
2019,343,6670.44,5040.00,0.00,2016.00
2019,344,6922.44,5040.00,0.00,2268.00
2019,345,5160.00,5160.00,0.00,394.74
2019,346,6519.66,5160.00,0.00,1754.40
2019,347,6829.26,5160.00,0.00,2064.00
2019,348,7087.26,5160.00,0.00,2322.00
2019,349,5160.00,5160.00,0.00,394.74
2019,350,6519.66,5160.00,0.00,1754.40
2019,351,6829.26,5160.00,0.00,2064.00
2019,352,7087.26,5160.00,0.00,2322.00
2019,353,5280.00,5280.00,0.00,403.92
2019,354,6671.28,5280.00,0.00,1795.20
2019,355,6988.08,5280.00,0.00,2112.00
2019,356,7252.08,5280.00,0.00,2376.00
2019,357,5280.00,5280.00,0.00,403.92
2019,358,6671.28,5280.00,0.00,1795.20
2019,359,6988.08,5280.00,0.00,2112.00
2019,360,7252.08,5280.00,0.00,2376.00
2019,361,5400.00,5400.00,0.00,413.10
2019,362,6822.90,5400.00,0.00,1836.00
2019,363,7146.90,5400.00,0.00,2160.00
2019,364,7416.90,5400.00,0.00,2430.00
2019,365,5400.00,5400.00,0.00,413.10
2019,366,6822.90,5400.00,0.00,1836.00
2019,367,7146.90,5400.00,0.00,2160.00
2019,368,7416.90,5400.00,0.00,2430.00
2019,369,5520.00,5520.00,0.00,422.28
2019,370,6974.52,5520.00,0.00,1876.80
2019,371,7305.72,5520.00,0.00,2208.00
2019,372,7581.72,5520.00,0.00,2484.00
2019,373,5520.00,5520.00,0.00,422.28
2019,374,6974.52,5520.00,0.00,1876.80
2019,375,7305.72,5520.00,0.00,2208.00
2019,376,7581.72,5520.00,0.00,2484.00
2019,377,5640.00,5640.00,0.00,431.46
2019,378,7126.14,5640.00,0.00,1917.60
2019,379,7464.54,5640.00,0.00,2256.00
2019,380,7746.54,5640.00,0.00,2538.00
2019,381,5640.00,5640.00,0.00,431.46
2019,382,7126.14,5640.00,0.00,1917.60
2019,383,7464.54,5640.00,0.00,2256.00
2019,384,7746.54,5640.00,0.00,2538.00
2019,385,5760.00,5760.00,0.00,440.64
2019,386,7277.76,5760.00,0.00,1958.40
2019,387,7623.36,5760.00,0.00,2304.00
2019,388,7911.36,5760.00,0.00,2592.00
2019,389,5760.00,5760.00,0.00,440.64
2019,390,7277.76,5760.00,0.00,1958.40
2019,391,7623.36,5760.00,0.00,2304.00
2019,392,7911.36,5760.00,0.00,2592.00
2019,393,5880.00,5880.00,0.00,449.82
2019,394,7429.38,5880.00,0.00,1999.20
2019,395,7782.18,5880.00,0.00,2352.00
2019,396,8076.18,5880.00,0.00,2646.00
2019,397,5880.00,5880.00,0.00,449.82
2019,398,7429.38,5880.00,0.00,1999.20
2019,399,7782.18,5880.00,0.00,2352.00
2019,400,8076.18,5880.00,0.00,2646.00
2019,401,6000.00,6000.00,0.00,459.00
2019,402,7581.00,6000.00,0.00,2040.00
2019,403,7941.00,6000.00,0.00,2400.00
2019,404,8241.00,6000.00,0.00,2700.00
2019,405,6000.00,6000.00,0.00,459.00
