size,income,cum_sum,grouping
2,48920,30098,group
2,48950,30140,group
2,48975,30164,group
2,49000,30306,group
2,49023,30334,group
2,49124,30424,group
2,49182,30472,group
2,49286,30520,group
2,49454,30578,group
2,49464,30644,group
2,49486,30676,group
2,49500,30704,group
2,49521,30740,group
2,49580,30768,group
2,49641,30794,group
2,49664,30822,group
2,49700,30950,group
2,49803,30960,group
2,49873,30992,group
2,49875,31026,group
2,49900,31068,group
2,49951,31108,group
2,49980,31148,group
2,49982,31288,group
2,50000,31682,group
2,50011,31712,group
2,50055,31776,group
2,50317,31796,group
2,50350,31834,group
2,50506,31860,group
2,50528,31874,group
2,50590,31904,group
2,50600,31954,group
2,50735,31998,group
2,50779,32030,group
2,50822,32074,group
2,50880,32098,group
2,50882,32130,group
2,50970,32180,group
2,51000,32352,group
2,51046,32402,group
2,51065,32418,group
2,51100,32466,group
2,51137,32498,group
2,51150,32526,group
2,51167,32552,group
2,51400,32588,group
2,51474,32606,group
2,51606,32630,group
2,51709,32812,group
2,51771,32890,group
2,51874,32950,group
2,51882,32976,group
2,51900,33004,group
2,51978,33080,group
2,52000,33102,group
2,52081,33170,group
2,52084,33180,group
2,52189,33222,group
2,52280,33296,group
2,52392,33346,group
2,52400,33386,group
2,52600,33418,group
2,52611,33470,group
2,52618,33516,group
2,52632,33568,group
2,52744,33590,group
2,52800,33614,group
2,52801,33650,group
2,52900,33688,group
2,53031,33726,group
2,53108,33878,group
2,53242,33936,group
2,53261,33952,group
2,53312,33974,group
2,53347,34006,group
2,53467,34028,group
2,53768,34088,group
2,53778,34142,group
2,53829,34170,group
2,53842,34218,group
2,53852,34246,group
2,53884,34268,group
2,54088,34300,group
2,54295,34336,group
2,54333,34364,group
2,54336,34382,group
2,54398,34420,group
2,54435,34444,group
2,54538,34470,group
2,54640,34542,group
2,54715,34594,group
2,54742,34640,group
2,54812,34692,group
2,54877,34802,group
2,54915,34822,group
2,54981,34864,group
2,55000,34910,group
2,55010,34924,group
2,55048,34968,group
2,55100,34984,group
2,55122,35054,group
2,55150,35084,group
2,55381,35128,group
2,55400,35156,group
2,55602,35182,group
2,55661,35228,group
2,55662,35348,group
2,55705,35436,group
2,55778,35460,group
2,55800,35544,group
2,55846,35796,group
2,55912,35916,group
2,55950,35942,group
2,56119,35976,group
2,56172,36018,group
2,56182,36038,group
2,56293,36148,group
2,56399,36194,group
2,56550,36228,group
2,56580,36268,group
2,56673,36314,group
2,56819,36342,group
2,56880,36396,group
2,56900,36410,group
2,56948,36518,group
2,57000,36618,group
2,57030,36658,group
2,57193,36756,group
2,57397,36812,group
2,57499,36862,group
2,57557,36902,group
2,57569,36932,group
2,57661,36956,group
2,57673,36998,group
2,57708,37030,group
2,57806,37072,group
2,57872,37156,group
2,58000,37316,group
2,58010,37366,group
2,58018,37394,group
2,58225,37412,group
2,58294,37442,group
2,58328,37458,group
2,58397,37484,group
2,58432,37504,group
2,58470,37554,group
2,58500,37672,group
2,58501,37794,group
2,58639,37820,group
2,58700,37862,group
2,58845,37910,group
2,58876,37962,group
2,58907,37970,group
2,58924,37992,group
2,58949,38088,group
2,59020,38130,group
2,59236,38252,group
2,59338,38278,group
2,59345,38358,group
2,59409,38384,group
2,59500,38480,group
2,59645,38504,group
2,59743,38586,group
2,59951,38610,group
2,59976,38676,group
2,59983,38844,group
2,60000,39036,group
2,60054,39058,group
2,60257,39106,group
2,60271,39138,group
2,60292,39168,group
2,60397,39184,group
2,60400,39198,group
2,60461,39240,group
2,60468,39294,group
2,60572,39320,group
2,60675,39382,group
2,60713,39394,group
2,60768,39430,group
2,60870,39478,group
2,60882,39500,group
2,60950,39530,group
2,61000,39624,group
2,61017,39666,group
2,61089,39784,group
2,61239,39824,group
2,61278,40096,group
2,61431,40120,group
2,61765,40136,group
2,61789,40282,group
2,61800,40306,group
2,61900,40318,group
2,61948,40342,group
2,61993,40368,group
2,62000,40420,group
2,62010,40448,group
2,62021,40474,group
2,62051,40536,group
2,62080,40568,group
2,62100,40592,group
2,62125,40960,group
2,62186,40974,group
2,62258,41028,group
2,62300,41094,group
2,62396,41146,group
2,62400,41174,group
2,62700,41260,group
2,63000,41300,group
2,63014,41342,group
2,63085,41498,group
2,63133,41698,group
2,63160,41730,group
2,63300,41784,group
2,63321,41880,group
2,63500,41930,group
2,63665,41984,group
2,63782,42028,group
2,63800,42058,group
2,63900,42104,group
2,64100,42166,group
2,64120,42264,group
2,64196,42356,group
2,64299,42384,group
2,64326,42400,group
2,64342,42414,group
2,64395,42492,group
2,64444,42526,group
2,64610,42576,group
2,64816,42602,group
2,65000,42782,group
2,65024,42808,group
2,65154,42984,group
2,65237,43050,group
2,65257,43092,group
2,65300,43134,group
2,65400,43152,group
2,65438,43202,group
2,65464,43228,group
2,65568,43244,group
2,65670,43258,group
2,65700,43286,group
2,65749,43294,group
2,65774,43350,group
2,66000,43378,group
2,66070,43436,group
2,66188,43488,group
2,66267,43512,group
2,66289,43634,group
2,66385,43788,group
2,66395,43862,group
2,66500,43880,group
2,66705,43900,group
2,66895,43918,group
2,67000,43980,group
2,67002,44004,group
2,67015,44046,group
2,67100,44092,group
2,67222,44136,group
2,67300,44160,group
2,67302,44322,group
2,67304,44346,group
2,67342,44374,group
2,67364,44412,group
2,67457,44440,group
2,67508,44490,group
2,67510,44516,group
2,67552,44582,group
2,67610,44628,group
2,67626,44658,group
2,67815,44688,group
2,68236,44694,group
2,68256,44804,group
2,68310,44828,group
2,68394,44882,group
2,68427,44970,group
2,68500,45052,group
2,68567,45092,group
2,68773,45136,group
2,68920,45166,group
2,69000,45350,group
2,69291,45374,group
2,69373,45456,group
2,69394,45480,group
2,69449,45630,group
2,69497,45682,group
2,69551,45710,group
2,69601,45730,group
2,69808,45762,group
2,70325,45788,group
2,70408,45842,group
2,70470,45868,group
2,70498,45898,group
2,70500,45938,group
2,70532,45992,group
2,70738,46016,group
2,70822,46066,group
2,70926,46180,group
2,71110,46224,group
2,71152,46248,group
2,71162,46308,group
2,71185,46358,group
2,71256,46412,group
2,71359,46506,group
2,71462,46538,group
2,71491,46598,group
2,71492,46722,group
2,71550,46826,group
2,71593,46872,group
2,71690,46888,group
2,71761,46964,group
2,71773,46972,group
2,72000,46996,group
3,0,198,group
3,800,270,group
3,1300,354,group
3,1771,426,group
3,1903,492,group
3,4654,555,group
3,6629,600,group
3,8283,639,group
3,8687,750,group
3,8944,780,group
3,9430,822,group
3,9515,852,group
3,10665,897,group
3,11000,1002,group
3,11153,1185,group
3,11949,1332,group
3,12011,1377,group
3,12879,1458,group
3,12942,1524,group
3,13253,1743,group
3,13444,1980,group
3,13583,2040,group
3,13631,2097,group
3,14500,2187,group
3,14809,2214,group
3,14941,2322,group
3,14996,2466,group
3,15320,2571,group
3,16049,2643,group
3,16133,2682,group
3,16700,2835,group
3,16994,2880,group
3,18486,2922,group
3,18835,2970,group
3,18940,3045,group
3,19000,3117,group
3,19255,3153,group
3,19673,3219,group
3,19753,3315,group
3,20000,3348,group
3,20426,3453,group
3,21000,3501,group
3,21044,3624,group
3,21304,3705,group
3,21408,3789,group
3,22202,3933,group
3,22260,3984,group
3,23149,4002,group
3,23166,4050,group
3,23400,4092,group
3,23600,4128,group
3,23607,4173,group
3,24000,4212,group
3,24093,4239,group
3,24200,4278,group
3,24511,4323,group
3,24850,4371,group
3,25000,4413,group
3,25022,4527,group
3,25253,4575,group
3,25533,4791,group
3,25885,5040,group
3,26000,5079,group
3,26300,5142,group
3,26726,5238,group
3,27042,5280,group
3,27251,5328,group
3,27335,5367,group
3,27882,5436,group
3,27923,5466,group
3,27956,5517,group
3,27989,5589,group
3,28096,5646,group
3,28188,5718,group
3,28410,5769,group
3,28474,5844,group
3,29300,5934,group
3,29462,6006,group
3,29474,6066,group
3,30000,6327,group
3,30027,6384,group
3,30509,6459,group
3,30639,6588,group
3,31026,6630,group
3,31252,6696,group
3,31461,6741,group
3,31580,6789,group
3,32060,6837,group
3,32201,6921,group
3,32600,6942,group
3,32724,7020,group
3,33962,7098,group
3,34000,7356,group
3,34025,7398,group
3,34092,7473,group
3,34169,7548,group
3,34583,7575,group
3,34800,7632,group
3,35000,7776,group
3,35162,8097,group
3,35618,8184,group
3,35746,8256,group
3,35775,8496,group
3,36000,8568,group
3,36093,8604,group
3,36197,8667,group
3,36240,8946,group
3,36331,8985,group
3,36550,9033,group
3,37231,9063,group
3,37285,9105,group
3,37700,9174,group
3,37880,9261,group
3,38103,9318,group
3,38197,9390,group
3,38265,9459,group
3,38517,9687,group
3,38575,9741,group
3,38782,9789,group
3,38810,9825,group
3,39092,9909,group
3,39923,9963,group
3,39984,10023,group
3,40230,10071,group
3,40852,10200,group
3,40899,10239,group
3,41261,10284,group
3,41417,10320,group
3,41700,10416,group
3,41873,10479,group
3,42200,10515,group
3,42500,10593,group
3,42930,10680,group
3,43035,10812,group
3,43126,10848,group
3,43405,11025,group
3,43436,11097,group
3,43500,11166,group
3,43800,11205,group
3,43916,11328,group
3,43953,11364,group
3,44000,11415,group
3,44470,11502,group
3,45000,11541,group
3,45091,11574,group
3,45297,11694,group
3,45550,11730,group
3,45558,11793,group
3,45662,11832,group
3,47139,11868,group
3,47500,11928,group
3,47573,11961,group
3,47899,11991,group
3,48000,12027,group
3,48607,12054,group
3,48700,12108,group
3,49000,12168,group
3,49329,12246,group
3,49349,12309,group
3,49744,12366,group
3,49800,12393,group
3,50000,12612,group
3,50100,12648,group
3,50296,12768,group
3,50452,12807,group
3,50506,12933,group
3,50572,12984,group
3,50927,13029,group
3,50928,13065,group
3,51046,13191,group
3,51065,13764,group
3,51100,13806,group
3,51481,13845,group
3,51709,14082,group
3,51771,14187,group
3,52084,14313,group
3,52123,14424,group
3,52137,14466,group
3,52190,14499,group
3,52300,14556,group
3,52597,14682,group
3,52599,14730,group
3,52611,14802,group
3,52640,14832,group
3,52744,14901,group
3,52806,15039,group
3,52970,15102,group
3,53108,15150,group
3,53210,15219,group
3,53467,15255,group
3,53778,15300,group
3,53800,15363,group
3,53842,15402,group
3,53985,15438,group
3,54600,15468,group
3,54605,15522,group
3,54709,15585,group
3,54812,15834,group
3,54946,15909,group
3,55000,16032,group
3,55346,16176,group
3,55422,16218,group
3,56172,16434,group
3,56188,16482,group
3,56327,16527,group
3,56682,16599,group
3,56946,16728,group
3,56948,16866,group
3,57100,16917,group
3,57200,16980,group
3,57367,17037,group
3,57872,17106,group
3,57914,17190,group
3,58316,17238,group
3,58500,17379,group
3,58725,17424,group
3,58924,17571,group
3,58949,17634,group
3,59746,17793,group
3,59871,17889,group
3,59976,18201,group
3,60397,18240,group
3,61017,18258,group
3,61224,18288,group
3,61278,18420,group
3,61297,18459,group
3,61431,18513,group
3,61900,18612,group
3,62051,18654,group
3,62080,18714,group
3,62125,18831,group
3,62700,18870,group
3,62775,18936,group
3,62912,18990,group
3,63133,19032,group
3,63292,19083,group
3,63321,19143,group
3,63400,19215,group
3,63700,19278,group
3,63782,19314,group
3,64000,19446,group
3,64120,19503,group
3,64138,19578,group
3,64342,19704,group
3,64606,19866,group
3,64637,19950,group
3,65000,20049,group
3,65237,20121,group
3,65261,20325,group
3,65363,20592,group
3,66078,20622,group
3,66200,20799,group
3,66395,20835,group
3,67302,20910,group
3,67406,20979,group
3,68256,21078,group
3,68394,21120,group
3,68920,21225,group
3,69373,21348,group
3,69449,21438,group
3,70000,21519,group
3,70098,21558,group
3,70201,21636,group
3,70498,21666,group
3,71359,21708,group
3,71491,21777,group
3,71550,21951,group
3,72000,21987,group
4,0,72,group
4,2758,260,group
4,5051,316,group
4,8283,376,group
4,9040,460,group
4,10000,516,group
4,10101,580,group
4,10213,624,group
4,10522,728,group
4,12174,800,group
4,12460,836,group
4,13150,884,group
4,13460,1072,group
4,13500,1176,group
4,14809,1260,group
4,15141,1348,group
4,15513,1444,group
4,15531,1468,group
4,17788,1532,group
4,18100,1612,group
4,18383,1756,group
4,18615,1824,group
4,18792,1876,group
4,19091,1912,group
4,20167,2320,group
4,21044,2472,group
4,22287,2556,group
4,22365,2756,group
4,22500,3184,group
4,22545,3248,group
4,22673,3304,group
4,22780,3388,group
4,23424,3432,group
4,23490,3552,group
4,24201,3592,group
4,24510,3644,group
4,24622,3968,group
4,25533,4092,group
4,26403,4192,group
4,26486,4292,group
4,26921,4388,group
4,27231,4440,group
4,27463,4472,group
4,27785,4564,group
4,27923,4592,group
4,29474,4656,group
4,29500,5148,group
4,30514,5344,group
4,31354,5464,group
4,31967,5540,group
4,32060,5628,group
4,32577,5704,group
4,32719,5740,group
4,33030,5876,group
4,34724,5952,group
4,35204,6404,group
4,35369,6460,group
4,35679,6544,group
4,35746,6644,group
4,36300,6780,group
4,38265,6812,group
4,38400,6968,group
4,38414,7028,group
4,38511,7084,group
4,38575,7224,group
4,39346,7456,group
4,39700,7504,group
4,39863,7572,group
4,40444,7620,group
4,40852,7656,group
4,41367,7924,group
4,41417,7956,group
4,41600,7988,group
4,41771,8036,group
4,41983,8124,group
4,42194,8472,group
4,42282,8532,group
4,42384,8692,group
4,42402,8976,group
4,42712,9076,group
4,43141,9312,group
4,43436,9528,group
4,43562,9680,group
4,44100,9728,group
4,44355,9784,group
4,45297,9824,group
4,45504,9892,group
4,45918,9928,group
4,46538,10040,group
4,46594,10108,group
4,47000,10168,group
4,47034,10220,group
4,47695,10316,group
4,48000,10400,group
4,48818,10516,group
4,49200,10564,group
4,49454,10736,group
4,49641,10808,group
4,50085,10892,group
4,50500,10948,group
4,51000,10984,group
4,51065,11580,group
4,52000,11632,group
4,52611,11696,group
4,52806,11792,group
4,53108,11952,group
4,53768,12044,group
4,54505,12096,group
4,54670,12152,group
4,54715,12172,group
4,54812,12264,group
4,54877,12296,group
4,55150,12460,group
4,55767,12516,group
4,55912,12616,group
4,56000,12712,group
4,56083,12744,group
4,57914,12804,group
4,58623,13004,group
4,59433,13100,group
4,59500,13172,group
4,60145,13248,group
4,60397,13324,group
4,60914,13368,group
4,60986,13440,group
4,61000,13552,group
4,61060,13596,group
4,61278,13972,group
4,61554,14304,group
4,61607,14680,group
4,62125,14824,group
4,63000,14908,group
4,63085,14992,group
4,63130,15044,group
4,63396,15104,group
4,63627,15200,group
4,63678,15260,group
4,63775,15316,group
4,63800,15396,group
4,64120,15444,group
4,64196,15588,group
4,64326,15644,group
4,64817,15696,group
4,65000,15744,group
4,65154,15832,group
4,65237,16020,group
4,66000,16068,group
4,66267,16160,group
4,66385,16364,group
4,66921,16424,group
4,67222,16504,group
4,67500,16636,group
4,67800,16724,group
4,68000,16824,group
4,68121,16880,group
4,68337,16992,group
4,68394,17220,group
4,68427,17324,group
4,68800,17428,group
4,69000,17492,group
4,69497,17520,group
4,70200,17572,group
4,70919,17660,group
4,71000,17732,group
4,71024,17756,group
4,71256,17812,group
4,71500,18060,group
4,72000,18284,group
5,0,110,group
5,3788,285,group
5,4000,335,group
5,8996,570,group
5,10301,635,group
5,10320,705,group
5,15320,920,group
5,15531,1020,group
5,15783,1330,group
5,15800,1490,group
5,17602,1565,group
5,19673,1785,group
5,22469,2055,group
5,22979,2290,group
5,24511,2415,group
5,25390,2490,group
5,25554,2885,group
5,25855,3005,group
5,28300,3235,group
5,28410,3505,group
5,30866,3535,group
5,31150,3690,group
5,31566,3765,group
5,31994,3885,group
5,32098,3995,group
5,32513,4115,group
5,33000,4470,group
5,34622,4710,group
5,35746,4790,group
5,36767,4860,group
5,37600,4930,group
5,38195,5030,group
5,38500,5205,group
5,39346,5275,group
5,41367,5400,group
5,42895,5520,group
5,42930,5580,group
5,43351,6025,group
5,43916,6145,group
5,43982,6270,group
5,44005,6335,group
5,44800,6430,group
5,45000,6495,group
5,45121,6590,group
5,45456,6925,group
5,45972,7060,group
5,46435,7300,group
5,46800,7455,group
5,48402,7535,group
5,48768,7675,group
5,49197,7740,group
5,50218,7915,group
5,50963,8040,group
5,51065,8130,group
5,51709,8605,group
5,51771,8680,group
5,53945,8745,group
5,55000,8820,group
5,56720,8920,group
5,57983,8970,group
5,58432,9095,group
5,58827,9210,group
5,59100,9465,group
5,59746,9530,group
5,60563,9730,group
5,61089,9815,group
5,61278,9875,group
5,61660,9955,group
5,62922,10215,group
5,63133,10280,group
5,64501,10360,group
5,65448,10420,group
5,65466,10540,group
5,65563,10600,group
5,66267,10680,group
5,66385,10760,group
5,67300,10825,group
5,68256,10905,group
5,68427,11265,group
5,69000,11370,group
5,69449,11520,group
5,71083,11595,group
